reconstructionData	SOURCE	CATEGORY	TOOL
RXN-13588_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.25-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11356_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10780_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-10038_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2425_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-5341_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11136_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
DLACTDEHYDROGNAD-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9724_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
HEMEOSYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15293_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-5283_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
ENTF-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9531_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11372_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16401_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
NADPH-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14147_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16910_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7903_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.6.3.4-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-7229_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
AMYLOMALT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11359_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2561_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-2602_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11246_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17475_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12504_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12242_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SHIKIMATE-KINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16165_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14776_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10707_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.11.25-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17252_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-5462_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
CYSTEINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16261_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-5468_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-395_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.6.1.17-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
MALATE-DEH-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.4.21.53-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17874_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
1.2.1.2-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11523_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-4606_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1884_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-982_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PRPPAMIDOTRANS-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.115-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CYTOCHROME-C-PEROXIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12391_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PANTOTHENATE-KIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12705_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ISPH2-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SPHINGOSINE-N-ACYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ASPARAGINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9280_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9787_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8619_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTSEMIALDEHYDROG-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17735_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
AMPSYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSGLYPHOS-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17884_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.4.11.18-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
METHYLCROTONYL-COA-CARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.1.1.100-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CDPREDUCT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PEPDEPHOS-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13300_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-902_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
NARINGENIN-CHALCONE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11475_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.3.1.158-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9623_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
IMP-DEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-2981_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
COENZYME-F420-HYDROGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14921_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTATHIONE-SYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.2.1.72-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16627_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8963_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.5.2.12-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
GLUTKIN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8630_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15910_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16602_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
O-SUCCHOMOSERLYASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14315_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ARYLFORMAMIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15688_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.2.21-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7580_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14842_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-469_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ASPARAGHYD-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ARGINYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN3O-102_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9533_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-4301_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12570_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-7931_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.2.1.21-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7645_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
3.4.21.84-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2103_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
6.3.4.11-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12267_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-6201_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PRTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
2.4.1.46-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-10642_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
R601-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.109-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
AMINO-ACID-RACEMASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-343_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
AMINOACYLASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
METHIONINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2-KETO-ADIPATE-DEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14554_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.143-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN66-578_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.1.4.47-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.4.1.123-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-3541_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8991_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SUCCCOASYN-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
UREIDOGLYCOLATE-HYDROLASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN3DJ-170_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
QUERCITRINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
UDP-ARABINOSE-4-EPIMERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16022_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10972_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-6222_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15066_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.7.7.14-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PROPANOATECOA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSPHASERDECARB-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1828_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-11026_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7745_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-10460_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14102_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16656_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SULFITE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ALLIIN-LYASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16117_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-2001_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-17793_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9804_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12639_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8340_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15581_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-366_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-3741_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RNA-DIRECTED-RNA-POLYMERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PYRIMSYN1-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.1.3.9-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14495_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
UDP-GLUCURONATE-4-EPIMERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13183_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17917_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-4140_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
KDOTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN1F-19_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3.1.2.21-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
R222-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-10911_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-17713_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSPHORIBULOKINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
SAMDECARB-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-11696_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-1132_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9657_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-12750_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-949_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
CATAL-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-4021_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1126_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RETINAL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16021_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17020_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-7647_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-1436_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13305_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
THREDEHYD-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-17011_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3-ISOPROPYLMALDEHYDROG-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ALDHDEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14486_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
3-OXOACYL-ACP-SYNTH-BASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
ISOLEUCINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ETHANOLAMINE-KINASE-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-8244_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-13186_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-9758_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
PHOSNACMURPENTATRANS-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN0-385_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN1G-45_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-15089_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
ACONITATEDEHYDR-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-14260_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
INORGPYROPHOSPHAT-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
2.1.1.72-RXN_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-5242_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-1241_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
RXN-16063_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-11210_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA	OUTPUT_PANTOGRAPH_ATHALIANA	ORTHOLOGY	PANTOGRAPH
RXN-14715_reconstructionData_B_NAPUS_V5	B_NAPUS_V5	ANNOTATION	PATHWAYTOOLS
