reaction	has_metadata@reconstructionData
RXN66-578	RXN66-578_reconstructionData_B_NAPUS_V5
RXN-12160	RXN-12160_reconstructionData_B_NAPUS_V5
RXN-8156	RXN-8156_reconstructionData_B_NAPUS_V5
2.7.1.68-RXN	2.7.1.68-RXN_reconstructionData_B_NAPUS_V5
2.7.1.68-RXN	2.7.1.68-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
CONIFERIN-BETA-GLUCOSIDASE-RXN	CONIFERIN-BETA-GLUCOSIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17011	RXN-17011_reconstructionData_B_NAPUS_V5
12-OXOPHYTODIENOATE-REDUCTASE-RXN	12-OXOPHYTODIENOATE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
LCYSDESULF-RXN	LCYSDESULF-RXN_reconstructionData_B_NAPUS_V5
THIAMINASE-RXN	THIAMINASE-RXN_reconstructionData_B_NAPUS_V5
RXN3O-4157	RXN3O-4157_reconstructionData_B_NAPUS_V5
RXN-17919	RXN-17919_reconstructionData_B_NAPUS_V5
DARAB5PISOM-RXN	DARAB5PISOM-RXN_reconstructionData_B_NAPUS_V5
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-15241	RXN-15241_reconstructionData_B_NAPUS_V5
RXN-10706	RXN-10706_reconstructionData_B_NAPUS_V5
RXN-14699	RXN-14699_reconstructionData_B_NAPUS_V5
R62-RXN	R62-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GUANYL-KIN-RXN	GUANYL-KIN-RXN_reconstructionData_B_NAPUS_V5
GUANYL-KIN-RXN	GUANYL-KIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12706	RXN-12706_reconstructionData_B_NAPUS_V5
RXN-11737	RXN-11737_reconstructionData_B_NAPUS_V5
RXN-11737	RXN-11737_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
12-ALPHA-L-FUCOSIDASE-RXN	12-ALPHA-L-FUCOSIDASE-RXN_reconstructionData_B_NAPUS_V5
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN_reconstructionData_B_NAPUS_V5
ATPPHOSPHORIBOSYLTRANS-RXN	ATPPHOSPHORIBOSYLTRANS-RXN_reconstructionData_B_NAPUS_V5
ATPPHOSPHORIBOSYLTRANS-RXN	ATPPHOSPHORIBOSYLTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10059	RXN-10059_reconstructionData_B_NAPUS_V5
3.1.26.12-RXN	3.1.26.12-RXN_reconstructionData_B_NAPUS_V5
RXN-14950	RXN-14950_reconstructionData_B_NAPUS_V5
RXN-10642	RXN-10642_reconstructionData_B_NAPUS_V5
RXN-12456	RXN-12456_reconstructionData_B_NAPUS_V5
RXN-10038	RXN-10038_reconstructionData_B_NAPUS_V5
2.4.1.67-RXN	2.4.1.67-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.4.1.67-RXN	2.4.1.67-RXN_reconstructionData_B_NAPUS_V5
5-METHYLTHIORIBOSE-KINASE-RXN	5-METHYLTHIORIBOSE-KINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12186	RXN-12186_reconstructionData_B_NAPUS_V5
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	CERAMIDE-GLUCOSYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-16117	RXN-16117_reconstructionData_B_NAPUS_V5
RXN-11889	RXN-11889_reconstructionData_B_NAPUS_V5
RXN-8186	RXN-8186_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
METHYLVALERATE-RXN	METHYLVALERATE-RXN_reconstructionData_B_NAPUS_V5
2.7.7.39-RXN	2.7.7.39-RXN_reconstructionData_B_NAPUS_V5
1.14.11.2-RXN	1.14.11.2-RXN_reconstructionData_B_NAPUS_V5
2.7.4.10-RXN	2.7.4.10-RXN_reconstructionData_B_NAPUS_V5
RXN-17897	RXN-17897_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17897	RXN-17897_reconstructionData_B_NAPUS_V5
STRICTOSIDINE-SYNTHASE-RXN	STRICTOSIDINE-SYNTHASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
STRICTOSIDINE-SYNTHASE-RXN	STRICTOSIDINE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RIBOFLAVINKIN-RXN	RIBOFLAVINKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RIBOFLAVINKIN-RXN	RIBOFLAVINKIN-RXN_reconstructionData_B_NAPUS_V5
6PGLUCONDEHYDROG-RXN	6PGLUCONDEHYDROG-RXN_reconstructionData_B_NAPUS_V5
6PGLUCONDEHYDROG-RXN	6PGLUCONDEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10618	RXN-10618_reconstructionData_B_NAPUS_V5
RXN-14136	RXN-14136_reconstructionData_B_NAPUS_V5
TRIOSEPISOMERIZATION-RXN	TRIOSEPISOMERIZATION-RXN_reconstructionData_B_NAPUS_V5
TRIOSEPISOMERIZATION-RXN	TRIOSEPISOMERIZATION-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PROLINE--TRNA-LIGASE-RXN	PROLINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN-6550	RXN-6550_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN66-181	RXN66-181_reconstructionData_B_NAPUS_V5
BENZOATE--COA-LIGASE-RXN	BENZOATE--COA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12400	RXN-12400_reconstructionData_B_NAPUS_V5
RETINAL-DEHYDROGENASE-RXN	RETINAL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
CHITIN-SYNTHASE-RXN	CHITIN-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12305	RXN-12305_reconstructionData_B_NAPUS_V5
RXN-2962	RXN-2962_reconstructionData_B_NAPUS_V5
4.4.1.14-RXN	4.4.1.14-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
4.4.1.14-RXN	4.4.1.14-RXN_reconstructionData_B_NAPUS_V5
RXN-7693	RXN-7693_reconstructionData_B_NAPUS_V5
DNA-LIGASE-ATP-RXN	DNA-LIGASE-ATP-RXN_reconstructionData_B_NAPUS_V5
RXN-15013	RXN-15013_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9237	RXN-9237_reconstructionData_B_NAPUS_V5
RXN-12705	RXN-12705_reconstructionData_B_NAPUS_V5
RXN-14046	RXN-14046_reconstructionData_B_NAPUS_V5
BETA-DIKETONE-HYDROLASE-RXN	BETA-DIKETONE-HYDROLASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12303	RXN-12303_reconstructionData_B_NAPUS_V5
RXN-12484	RXN-12484_reconstructionData_B_NAPUS_V5
ADENODEAMIN-RXN	ADENODEAMIN-RXN_reconstructionData_B_NAPUS_V5
ADENODEAMIN-RXN	ADENODEAMIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12969	RXN-12969_reconstructionData_B_NAPUS_V5
RXN-12504	RXN-12504_reconstructionData_B_NAPUS_V5
RXN-12263	RXN-12263_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12263	RXN-12263_reconstructionData_B_NAPUS_V5
DCYSDESULF-RXN	DCYSDESULF-RXN_reconstructionData_B_NAPUS_V5
RXN66-22	RXN66-22_reconstructionData_B_NAPUS_V5
RXN0-5180	RXN0-5180_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3O-102	RXN3O-102_reconstructionData_B_NAPUS_V5
RXN-12353	RXN-12353_reconstructionData_B_NAPUS_V5
RXN-12558	RXN-12558_reconstructionData_B_NAPUS_V5
NITRIC-OXIDE-REDUCTASE-RXN	NITRIC-OXIDE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-5901	RXN-5901_reconstructionData_B_NAPUS_V5
GLYCOPHOSPHORYL-RXN	GLYCOPHOSPHORYL-RXN_reconstructionData_B_NAPUS_V5
RXN0-6478	RXN0-6478_reconstructionData_B_NAPUS_V5
SULFOCYS-RXN	SULFOCYS-RXN_reconstructionData_B_NAPUS_V5
SULFOCYS-RXN	SULFOCYS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7686	RXN-7686_reconstructionData_B_NAPUS_V5
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12366	RXN-12366_reconstructionData_B_NAPUS_V5
FERREDOXIN--NITRITE-REDUCTASE-RXN	FERREDOXIN--NITRITE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
FERREDOXIN--NITRITE-REDUCTASE-RXN	FERREDOXIN--NITRITE-REDUCTASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
LONG-CHAIN-ALCOHOL-OXIDASE-RXN	LONG-CHAIN-ALCOHOL-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
LINOLEOYL-RXN	LINOLEOYL-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1G-320	RXN1G-320_reconstructionData_B_NAPUS_V5
RXN-10949	RXN-10949_reconstructionData_B_NAPUS_V5
RXN0-1461	RXN0-1461_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN0-1461	RXN0-1461_reconstructionData_B_NAPUS_V5
RXN0-5393	RXN0-5393_reconstructionData_B_NAPUS_V5
RXN-9637	RXN-9637_reconstructionData_B_NAPUS_V5
RXN-13327	RXN-13327_reconstructionData_B_NAPUS_V5
2.1.1.79-RXN	2.1.1.79-RXN_reconstructionData_B_NAPUS_V5
RXN-15816	RXN-15816_reconstructionData_B_NAPUS_V5
RXN-9996	RXN-9996_reconstructionData_B_NAPUS_V5
RXN-3661	RXN-3661_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12126	RXN-12126_reconstructionData_B_NAPUS_V5
NUCLEOSIDE-DIPHOSPHATASE-RXN	NUCLEOSIDE-DIPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-2464	RXN-2464_reconstructionData_B_NAPUS_V5
PHENYLALANINE-AMMONIA-LYASE-RXN	PHENYLALANINE-AMMONIA-LYASE-RXN_reconstructionData_B_NAPUS_V5
PHENYLALANINE-AMMONIA-LYASE-RXN	PHENYLALANINE-AMMONIA-LYASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.3.1.171-RXN	2.3.1.171-RXN_reconstructionData_B_NAPUS_V5
4.1.1.84-RXN	4.1.1.84-RXN_reconstructionData_B_NAPUS_V5
RXN-14181	RXN-14181_reconstructionData_B_NAPUS_V5
RXN-12398	RXN-12398_reconstructionData_B_NAPUS_V5
RXN3DJ-11417	RXN3DJ-11417_reconstructionData_B_NAPUS_V5
3.1.1.74-RXN	3.1.1.74-RXN_reconstructionData_B_NAPUS_V5
RXN-15045	RXN-15045_reconstructionData_B_NAPUS_V5
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	5-OXOPROLINASE-ATP-HYDROLYSING-RXN_reconstructionData_B_NAPUS_V5
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	5-OXOPROLINASE-ATP-HYDROLYSING-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-15288	RXN-15288_reconstructionData_B_NAPUS_V5
3.4.24.76-RXN	3.4.24.76-RXN_reconstructionData_B_NAPUS_V5
RXN-14139	RXN-14139_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14139	RXN-14139_reconstructionData_B_NAPUS_V5
RXN-2981	RXN-2981_reconstructionData_B_NAPUS_V5
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN_reconstructionData_B_NAPUS_V5
RXN-14771	RXN-14771_reconstructionData_B_NAPUS_V5
HISTPRATPHYD-RXN	HISTPRATPHYD-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
HISTPRATPHYD-RXN	HISTPRATPHYD-RXN_reconstructionData_B_NAPUS_V5
RXN1G-395	RXN1G-395_reconstructionData_B_NAPUS_V5
RXN1G-30	RXN1G-30_reconstructionData_B_NAPUS_V5
RXN-3443	RXN-3443_reconstructionData_B_NAPUS_V5
RXN-9724	RXN-9724_reconstructionData_B_NAPUS_V5
2.3.1.154-RXN	2.3.1.154-RXN_reconstructionData_B_NAPUS_V5
RXN-15148	RXN-15148_reconstructionData_B_NAPUS_V5
PEPDEPHOS-RXN	PEPDEPHOS-RXN_reconstructionData_B_NAPUS_V5
PEPDEPHOS-RXN	PEPDEPHOS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8155	RXN-8155_reconstructionData_B_NAPUS_V5
RXN-10915	RXN-10915_reconstructionData_B_NAPUS_V5
RXN1G-508	RXN1G-508_reconstructionData_B_NAPUS_V5
DTMPKI-RXN	DTMPKI-RXN_reconstructionData_B_NAPUS_V5
RXN-11881	RXN-11881_reconstructionData_B_NAPUS_V5
MALONYL-COA-DECARBOXYLASE-RXN	MALONYL-COA-DECARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13754	RXN-13754_reconstructionData_B_NAPUS_V5
RXN-16551	RXN-16551_reconstructionData_B_NAPUS_V5
RXN-12567	RXN-12567_reconstructionData_B_NAPUS_V5
RXN-12570	RXN-12570_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12570	RXN-12570_reconstructionData_B_NAPUS_V5
RXN-13452	RXN-13452_reconstructionData_B_NAPUS_V5
2.7.11.14-RXN	2.7.11.14-RXN_reconstructionData_B_NAPUS_V5
RXN-4144	RXN-4144_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-4144	RXN-4144_reconstructionData_B_NAPUS_V5
RXN-16129	RXN-16129_reconstructionData_B_NAPUS_V5
KDPGALDOL-RXN	KDPGALDOL-RXN_reconstructionData_B_NAPUS_V5
RXN-14822	RXN-14822_reconstructionData_B_NAPUS_V5
TETRAACYLDISACC4KIN-RXN	TETRAACYLDISACC4KIN-RXN_reconstructionData_B_NAPUS_V5
RXN-14301	RXN-14301_reconstructionData_B_NAPUS_V5
R163-RXN	R163-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GAPOXNPHOSPHN-RXN	GAPOXNPHOSPHN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GAPOXNPHOSPHN-RXN	GAPOXNPHOSPHN-RXN_reconstructionData_B_NAPUS_V5
GDPKIN-RXN	GDPKIN-RXN_reconstructionData_B_NAPUS_V5
GDPKIN-RXN	GDPKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12978	RXN-12978_reconstructionData_B_NAPUS_V5
RXN-902	RXN-902_reconstructionData_B_NAPUS_V5
RXN-9599	RXN-9599_reconstructionData_B_NAPUS_V5
ACETYLORNDEACET-RXN	ACETYLORNDEACET-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ACETYLORNDEACET-RXN	ACETYLORNDEACET-RXN_reconstructionData_B_NAPUS_V5
RXN0-5418	RXN0-5418_reconstructionData_B_NAPUS_V5
ACP-S-ACETYLTRANSFER-RXN	ACP-S-ACETYLTRANSFER-RXN_reconstructionData_B_NAPUS_V5
ACP-S-ACETYLTRANSFER-RXN	ACP-S-ACETYLTRANSFER-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
AMYLOMALT-RXN	AMYLOMALT-RXN_reconstructionData_B_NAPUS_V5
RXN-15006	RXN-15006_reconstructionData_B_NAPUS_V5
1-PHOSPHATIDYLINOSITOL-KINASE-RXN	1-PHOSPHATIDYLINOSITOL-KINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10862	RXN-10862_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-15378	RXN-15378_reconstructionData_B_NAPUS_V5
RXN-2861	RXN-2861_reconstructionData_B_NAPUS_V5
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
HEMN-RXN	HEMN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11655	RXN-11655_reconstructionData_B_NAPUS_V5
RXN-1121	RXN-1121_reconstructionData_B_NAPUS_V5
RXN-1121	RXN-1121_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17622	RXN-17622_reconstructionData_B_NAPUS_V5
RXN-9535	RXN-9535_reconstructionData_B_NAPUS_V5
RXN-9535	RXN-9535_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
FAD-PYROPHOSPHATASE-RXN	FAD-PYROPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-16095	RXN-16095_reconstructionData_B_NAPUS_V5
PROSTAGLANDIN-D-SYNTHASE-RXN	PROSTAGLANDIN-D-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-15979	RXN-15979_reconstructionData_B_NAPUS_V5
2.7.11.15-RXN	2.7.11.15-RXN_reconstructionData_B_NAPUS_V5
GTP-CYCLOHYDRO-II-RXN	GTP-CYCLOHYDRO-II-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GTP-CYCLOHYDRO-II-RXN	GTP-CYCLOHYDRO-II-RXN_reconstructionData_B_NAPUS_V5
3.4.24.12-RXN	3.4.24.12-RXN_reconstructionData_B_NAPUS_V5
2.4.1.218-RXN	2.4.1.218-RXN_reconstructionData_B_NAPUS_V5
RXN-11195	RXN-11195_reconstructionData_B_NAPUS_V5
PHOSPHATIDATE-PHOSPHATASE-RXN	PHOSPHATIDATE-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
ADENYLYLSULFATASE-RXN	ADENYLYLSULFATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-5682	RXN-5682_reconstructionData_B_NAPUS_V5
RXN-7737	RXN-7737_reconstructionData_B_NAPUS_V5
RXN-7737	RXN-7737_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
MALONYL-COA-ACP-TRANSACYL-RXN	MALONYL-COA-ACP-TRANSACYL-RXN_reconstructionData_B_NAPUS_V5
RXN-9659	RXN-9659_reconstructionData_B_NAPUS_V5
RXN66-315	RXN66-315_reconstructionData_B_NAPUS_V5
RXN-16635	RXN-16635_reconstructionData_B_NAPUS_V5
GDPMANDEHYDRA-RXN	GDPMANDEHYDRA-RXN_reconstructionData_B_NAPUS_V5
GDPMANDEHYDRA-RXN	GDPMANDEHYDRA-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1F-20	RXN1F-20_reconstructionData_B_NAPUS_V5
RXN1F-20	RXN1F-20_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14282	RXN-14282_reconstructionData_B_NAPUS_V5
TRYPSYN-RXN	TRYPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
TRYPSYN-RXN	TRYPSYN-RXN_reconstructionData_B_NAPUS_V5
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	TRNA-NUCLEOTIDYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
PHOSPHORIBULOKINASE-RXN	PHOSPHORIBULOKINASE-RXN_reconstructionData_B_NAPUS_V5
PHOSPHORIBULOKINASE-RXN	PHOSPHORIBULOKINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PHENYLALANINE-2-MONOOXYGENASE-RXN	PHENYLALANINE-2-MONOOXYGENASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
CARNRACE-RXN	CARNRACE-RXN_reconstructionData_B_NAPUS_V5
RXN-7567	RXN-7567_reconstructionData_B_NAPUS_V5
PHOSPHOLIPASE-A2-RXN	PHOSPHOLIPASE-A2-RXN_reconstructionData_B_NAPUS_V5
RXN-14227	RXN-14227_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14227	RXN-14227_reconstructionData_B_NAPUS_V5
RXN-7933	RXN-7933_reconstructionData_B_NAPUS_V5
TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN_reconstructionData_B_NAPUS_V5
RXN0-984	RXN0-984_reconstructionData_B_NAPUS_V5
NICOTINATEPRIBOSYLTRANS-RXN	NICOTINATEPRIBOSYLTRANS-RXN_reconstructionData_B_NAPUS_V5
NICOTINATEPRIBOSYLTRANS-RXN	NICOTINATEPRIBOSYLTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3O-581	RXN3O-581_reconstructionData_B_NAPUS_V5
3.1.4.17-RXN	3.1.4.17-RXN_reconstructionData_B_NAPUS_V5
NQOR-RXN	NQOR-RXN_reconstructionData_B_NAPUS_V5
RXN-10693	RXN-10693_reconstructionData_B_NAPUS_V5
RXN-14922	RXN-14922_reconstructionData_B_NAPUS_V5
HYPOXANPRIBOSYLTRAN-RXN	HYPOXANPRIBOSYLTRAN-RXN_reconstructionData_B_NAPUS_V5
HYPOXANPRIBOSYLTRAN-RXN	HYPOXANPRIBOSYLTRAN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.1.1.73-RXN	3.1.1.73-RXN_reconstructionData_B_NAPUS_V5
RXN-1241	RXN-1241_reconstructionData_B_NAPUS_V5
LANOSTEROL-SYNTHASE-RXN	LANOSTEROL-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-6941	RXN0-6941_reconstructionData_B_NAPUS_V5
RXN-15846	RXN-15846_reconstructionData_B_NAPUS_V5
RXN-7834	RXN-7834_reconstructionData_B_NAPUS_V5
GLUTCYSLIG-RXN	GLUTCYSLIG-RXN_reconstructionData_B_NAPUS_V5
RXN-13565	RXN-13565_reconstructionData_B_NAPUS_V5
RXN-7698	RXN-7698_reconstructionData_B_NAPUS_V5
RIBULP3EPIM-RXN	RIBULP3EPIM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RIBULP3EPIM-RXN	RIBULP3EPIM-RXN_reconstructionData_B_NAPUS_V5
ISOLEUCINE--TRNA-LIGASE-RXN	ISOLEUCINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN-3521	RXN-3521_reconstructionData_B_NAPUS_V5
RXN0-6377	RXN0-6377_reconstructionData_B_NAPUS_V5
ALDEHYDE-OXIDASE-RXN	ALDEHYDE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
PYROGLUTAMYL-PEPTIDASE-I-RXN	PYROGLUTAMYL-PEPTIDASE-I-RXN_reconstructionData_B_NAPUS_V5
PHOSGLYPHOS-RXN	PHOSGLYPHOS-RXN_reconstructionData_B_NAPUS_V5
PHOSGLYPHOS-RXN	PHOSGLYPHOS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13866	RXN-13866_reconstructionData_B_NAPUS_V5
RXN0-6524	RXN0-6524_reconstructionData_B_NAPUS_V5
UDPREDUCT-RXN	UDPREDUCT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
UDPREDUCT-RXN	UDPREDUCT-RXN_reconstructionData_B_NAPUS_V5
RXN-6269	RXN-6269_reconstructionData_B_NAPUS_V5
RXN-11501	RXN-11501_reconstructionData_B_NAPUS_V5
RXN-11501	RXN-11501_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-15598	RXN-15598_reconstructionData_B_NAPUS_V5
RXN-15615	RXN-15615_reconstructionData_B_NAPUS_V5
RXN-11521	RXN-11521_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17794	RXN-17794_reconstructionData_B_NAPUS_V5
RXN-7798	RXN-7798_reconstructionData_B_NAPUS_V5
RXN-6161	RXN-6161_reconstructionData_B_NAPUS_V5
RXN0-384	RXN0-384_reconstructionData_B_NAPUS_V5
RXN-14260	RXN-14260_reconstructionData_B_NAPUS_V5
1.5.1.9-RXN	1.5.1.9-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3DJ-11230	RXN3DJ-11230_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10606	RXN-10606_reconstructionData_B_NAPUS_V5
RXN-34	RXN-34_reconstructionData_B_NAPUS_V5
3.1.1.78-RXN	3.1.1.78-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.1.1.78-RXN	3.1.1.78-RXN_reconstructionData_B_NAPUS_V5
6.3.2.25-RXN	6.3.2.25-RXN_reconstructionData_B_NAPUS_V5
RXN-8748	RXN-8748_reconstructionData_B_NAPUS_V5
RXN-14073	RXN-14073_reconstructionData_B_NAPUS_V5
DOLICHYLDIPHOSPHATASE-RXN	DOLICHYLDIPHOSPHATASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DOLICHYLDIPHOSPHATASE-RXN	DOLICHYLDIPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14117	RXN-14117_reconstructionData_B_NAPUS_V5
RXN-6883	RXN-6883_reconstructionData_B_NAPUS_V5
RXN-1321	RXN-1321_reconstructionData_B_NAPUS_V5
RXN-1321	RXN-1321_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN0-884	RXN0-884_reconstructionData_B_NAPUS_V5
RXN-14003	RXN-14003_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9556	RXN-9556_reconstructionData_B_NAPUS_V5
RXN-15122	RXN-15122_reconstructionData_B_NAPUS_V5
RXN-8503	RXN-8503_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13195	RXN-13195_reconstructionData_B_NAPUS_V5
RXN-9548	RXN-9548_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9548	RXN-9548_reconstructionData_B_NAPUS_V5
+-NEOMENTHOL-DEHYDROGENASE-RXN	+-NEOMENTHOL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11623	RXN-11623_reconstructionData_B_NAPUS_V5
RXN-14725	RXN-14725_reconstructionData_B_NAPUS_V5
