reaction	in@metabolic_network	DIRECTION	EC-NUMBER	COMMON-NAME
CYTOCHROME-B5-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.6.2.2	cytochrome-b5 reductase activity, acting on NAD(P)H
CYTOCHROME-B5-REDUCTASE-RXN				NADH-dependent cytochrome b5 reductase
ALPHA-L-FUCOSIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.51	alpha-L-fucosidase
ALPHA-L-FUCOSIDASE-RXN				&alpha; fucosidase
DHDOGALDOL-RXN	brassica_napus	REVERSIBLE	EC-4.1.2.51	2-keto-3-deoxygluconate aldolase
FRUCTOKINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.4	fructokinase
R83-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.87	acireductone synthase
RXN-15893	brassica_napus	LEFT-TO-RIGHT	EC-5.5.1.25	3,6-anhydro-L-galactonate cycloisomerase
RXN0-2101	brassica_napus	LEFT-TO-RIGHT	EC-1.97.1.9	selenate reductase
PROTEIN-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.11.21	cyclin-dependent protein serine/threonine kinase
PROTEIN-KINASE-RXN			EC-2.7.11.22	serine/threonine protein kinase
PROTEIN-KINASE-RXN			EC-2.7.11.13	calmodulin-dependent protein kinase
PROTEIN-KINASE-RXN			EC-2.7.11.1	protein kinase
PROTEIN-KINASE-RXN			EC-2.7.11.17	protein kinase C
PROTEIN-KINASE-RXN			EC-2.7.11.12	cGMP-dependent protein kinase
PPENTOMUT-RXN	brassica_napus	REVERSIBLE	EC-5.4.2.7	&alpha;-D-ribose 1,5-phosphomutase
RNA-POLYMERASE-SUBUNIT-KINASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.11.23	RNA polymerase II carboxy-terminal domain kinase
PANTEPADENYLYLTRAN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.3	pantetheine-phosphate adenylyltransferase
RXN-9537	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	fatty-acyl-CoA synthase
RXN-9537			EC-2.3.1.85	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN-9537			EC-4.2.1.59	fatty acid synthase
RXN-9537				(3R)-3-hydroxymyristoyl-[acyl-carrier protein] dehydratase
RXN-9537				(3R)-hydroxymyristoyl-ACP dehydratase
RXN-5643	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.103	phosphoethanolamine N-methyltransferase
RXN-11244	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	enoyl-CoA hydratase
RXN-4444	brassica_napus	LEFT-TO-RIGHT	EC-1.1.3.20	long-chain-alcohol oxidase
RXN0-6725	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.4	phospholipase A2
3.1.3.56-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.56	inositol-polyphosphate 5-phosphatase
3.1.3.56-RXN				inositol-1,3,4,5-tetrakisphosphate 5-phosphatase
3.1.3.56-RXN				inositol-1,4,5-trisphosphate 5-phosphatase
RXN-9549	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.14	palmitoyl-[acyl-carrier-protein] hydrolase
RXN-9549				acyl-[acyl-carrier-protein] hydrolase
RXN-9549				oleoyl-[acyl-carrier-protein] hydrolase
3.1.3.46-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.46	fructose-2,6-bisphosphate 2-phosphatase
3.1.3.46-RXN				fructose-2,6-bisphosphatase
RXN-1223	brassica_napus	LEFT-TO-RIGHT	EC-3.13.1.1	UDPsulfoquinovose synthase
RXN-12579	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.3	triglyceride lipase
RXN-12579				TriacylGlycerol Lipase
RXN-13161	brassica_napus	LEFT-TO-RIGHT	EC-1.13.11.18	sulfur dioxygenase
RXN-10660	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN-10660				3-hydroxy cis &Delta;9-hexadecenoyl-[acp] dehydratase
RXN-5472	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.256	dolichyl-P-Glc:Glc2Man9GlcNAc2-PP-dolichol &alpha;-1,2-glucosyltransferase
RXN-5472				dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase
RXN-15890	brassica_napus	LEFT-TO-RIGHT		L-seryl-adenylate:[EntFpeptidyl-carrier protein] seryltransferase
RXN-14788	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
R311-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.4	Acrylamidase
R311-RXN				amidase
RXN-17708	brassica_napus	LEFT-TO-RIGHT		
RXN-8244	brassica_napus	LEFT-TO-RIGHT	EC-1.4.3.22	N-methylputrescine oxidase
RXN-9624	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.2	
RXN-1102	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.195	cinnamyl-alcohol dehydrogenase
RXN-1102				sinapyl alcohol dehydrogenase
RXN-5341	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.21	beta-glucosidase
RXN-5341				scopolin beta-glucosidase
RXN-5341				linamarase (&beta;-glucosidase)
RXN3O-130	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.70	sterol 14-demethylase
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.13	Ornithine--oxo-glutarate aminotransferase
ORNITHINE-GLU-AMINOTRANSFERASE-RXN				ornithine-oxo-acid transaminase
3.2.1.68-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.68	isoamylase
RXN-12280	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.68	isoamylase
3.2.1.55-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.55	alpha-L-arabinofuranosidase
3.2.1.55-RXN				&alpha;N-arabinofuranosidase
GLYOXII-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.6	hydroxyacylglutathione hydrolase
RXN-10464	brassica_napus	LEFT-TO-RIGHT	EC-1.5.3.16	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming)
RXN-10464				spermine:oxygen oxidoreductase (spermidine-forming)
TYROSINE-AMINOTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.57	L-tyrosine:2-oxoglutarate aminotransferase
TYROSINE-AMINOTRANSFERASE-RXN			EC-2.6.1.5	L-phenylalanine:2-oxoglutarate aminotransferase
TYROSINE-AMINOTRANSFERASE-RXN				aromatic-amino-acid:2-oxoglutarate aminotransferase
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.39	4-hydroxybenzoate decaprenyltransferase
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN				4-hydroxybenzoate nonaprenyltransferase
RXN0-6554	brassica_napus	LEFT-TO-RIGHT	EC-1.3.5.2	dihydroorotate dehydrogenase
RXN-11217	brassica_napus	REVERSIBLE	EC-3.5.2.2	dihydropyrimidinase
RXN1F-161	brassica_napus	LEFT-TO-RIGHT		GA12-aldehyde monooxygenase
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1	
RXN66-281	brassica_napus	LEFT-TO-RIGHT		squalene synthase
RXN66-281				farnesyl-diphosphate farnesyltransferase
KETOLACTOSE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.23	3-ketolactose hydrolase
KETOLACTOSE-RXN				beta-galactosidase
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.200	aldose-6-phosphate reductase (NADPH)
RXN-13266	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.20	long-chain fatty acid [acyl-carrier-protein] ligase
RXN-10917	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
ACETOLACTREDUCTOISOM-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.86	2,3-dihydroxy-isovalerate:NADP+ oxidoreductase (isomerizing)
THI-P-KIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.4.16	thiamine monophosphate kinase
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.51	serine-pyruvate transaminase
RXN-16154	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxo-arachidoyl-CoA reductase
2.1.1.71-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.71	phosphatidyl-N-methylethanolamine N-methyltransferase
RXN-16389	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.3	long-chain fatty acid-CoA ligase
RXN-16389				decanoate--CoA ligase
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.25	inositol monophosphate 1-phosphatase
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN				inositol monophosphate 4-phosphatase
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN				inositol monophosphate phosphatase
RXN1F-28	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.141	jasmonate O-methyltransferase
RXN-2982	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1	IAA-Leu conjugate hydrolase
RXN-14574	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.40	
RXN-14574			EC-3.2.1.190	
3.4.22.25-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.22.25	
RXN-17688	brassica_napus	REVERSIBLE	EC-2.3.1.23	1-acylglycerophosphocholine O-acyltransferase
RXN-14385	brassica_napus	LEFT-TO-RIGHT	EC-2.8.1.7	cysteine desulfurase
RXN0-6274	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.75	tRNA(i6A37) synthase
RXN0-6274				tRNA dimethylallyltransferase
TRYPTOPHAN-AMINOTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.27	L-tryptophan:2-oxoglutarate aminotransferase
RXN1G-2527	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1	cis,cis-&Delta;19-37-C56:2-[acp] methyltransferase-hydroxylase
RXN1G-2527				enoyl-[acyl-carrier-protein] reductase
RXN-11581	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.167	
1.3.1.9-RXN	brassica_napus	REVERSIBLE	EC-1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)
ISOCIT-CLEAV-RXN	brassica_napus	REVERSIBLE	EC-4.1.3.1	isocitrate lyase
UREASE-RXN	brassica_napus	REVERSIBLE	EC-3.5.1.5	urease
RXN-4209	brassica_napus	LEFT-TO-RIGHT	EC-1.14.19.20	
RXN-13139	brassica_napus	REVERSIBLE	EC-4.2.1.93	ATP-dependent NAD(P)H-hydrate dehydratase
RXN490-3641	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11	proline,2-oxoglutarate-4-dioxygenase (cis-4-hydroxy-L-proline)
RXN490-3641				prolyl hydroxylase
RXN490-3641				prolyl 4-hydroxylase
RXN490-3641				proline,2-oxoglutarate 4-dioxygenase
RXN490-3641				proline hydroxylase
RXN490-3641				protocollagen hydroxylase
RXN-13415	brassica_napus	LEFT-TO-RIGHT		deoxyhypusine synthase
RXN0-1441	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.53	ADP-ribose diphosphatase
RXN0-1441			EC-3.6.1.13	ADP-ribose pyrophosphatase
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.7.19	poly(A) polymerase
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN				polynucleotide adenylyltransferase
RXN0-986	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.33	1-ethyladenine demethylase
XMPXAN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.5	XMP phosphohydrolase
XMPXAN-RXN				5'-nucleotidase
RXN-15047	brassica_napus	LEFT-TO-RIGHT	EC-3.1.12.1	
METHYLENETHFDEHYDROG-NADP-RXN	brassica_napus	REVERSIBLE	EC-1.5.1.5	methylenetetrahydrofolate dehydrogenase (NADP+)
RXN-17809	brassica_napus	LEFT-TO-RIGHT	EC-4.6.1.17	cyclic pyranopterin monophosphate synthase
RXN0-7238	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.3	decanoate--CoA ligase
RXN0-7238				long-chain fatty acid-CoA ligase
DXPREDISOM-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase
DXPREDISOM-RXN				1-deoxy-D-xylulose-5-phosphate reductoisomerase
ACETOOHBUTREDUCTOISOM-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.86	2-aceto-2-hydroxy-butyrate:NADPH+ oxidoreductase (isomerizing)
RXN-9543	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.199	3-oxo-stearoyl-CoA synthase
RXN-9543				3-oxo-arachidoyl-CoA synthase
RXN-9543				3-oxo-cerotoyl-CoA synthase
TCP26	brassica_napus	REVERSIBLE		
3.1.1.72-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.72	acetylxylan esterase
RXN-12730	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.14	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
RXN-8497	brassica_napus	LEFT-TO-RIGHT	EC-1.13.11	linolenate 9S-lipoxygenase
RXN-17111	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.93	
RXN-698	brassica_napus	LEFT-TO-RIGHT	EC-1.13.11.51	9-cis-epoxycarotenoid dioxygenase
RXN-11519	brassica_napus	LEFT-TO-RIGHT		
RXN-14023	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.2	alcohol dehydrogenase (NADP+)
RXN-10974	brassica_napus	LEFT-TO-RIGHT	EC-2.7.4.21	diphosphoinositol-pentakisphosphate kinase
RXN-10974			EC-2.7.4.24	
RXN-14995	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.57	5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate 1-phsophohydrolase
RXN0-6481	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.56	phosphate-dependent exonuclease
THREDEHYD-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.3.1.19	L-threonine deaminase
THREDEHYD-RXN				L-threonine ammonia-lyase
RXN-17889	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.8	arginyltransferase
RXN-17889				arginyl-tRNA--protein transferase
RXN66-578	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.2	diacylglycerol cholinephosphotransferase
RXN-12160	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.222	2-polyprenyl-6-hydroxyphenyl methylase
RXN-12160				2-polyprenyl-6-hydroxyphenol methylase
RXN-8156	brassica_napus	LEFT-TO-RIGHT	EC-1.8.2.3	sulfide dehydrogenase
2.7.1.68-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase
CONIFERIN-BETA-GLUCOSIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.126	coniferin beta-glucosidase
RXN-17011	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase
12-OXOPHYTODIENOATE-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.42	12-oxophytodienoate reductase
LCYSDESULF-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.4.1.1	L-cysteine desulfhydrase
LCYSDESULF-RXN			EC-4.4.1.28	cystathionine gamma-lyase
THIAMINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.99.2	thiaminase
RXN3O-4157	brassica_napus	REVERSIBLE	EC-2.6.1.58	L-phenylalanine:pyruvate aminotransferase
RXN-17919	brassica_napus	LEFT-TO-RIGHT		DNA ligase (ATP)
DARAB5PISOM-RXN	brassica_napus	REVERSIBLE	EC-5.3.1.13	arabinose-5-phosphate isomerase
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	brassica_napus	REVERSIBLE	EC-1.3.1.22	cholestenone 5-alpha-reductase
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN				3-oxosteroid &Delta;4-dehydrogenase
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN				&Delta;4-3-ketosteroid 5&alpha;-oxidoreductase
RXN-15241	brassica_napus	REVERSIBLE	EC-1.3.99.36	cypemycin cysteine dehydrogenase
RXN-10706	brassica_napus	LEFT-TO-RIGHT	EC-1.3.3.6	acyl-CoA oxidase
RXN-14699	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.57	CMP phosphorylase
R62-RXN	brassica_napus	LEFT-TO-RIGHT		
GUANYL-KIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.4.8	guanylate kinase
RXN-12706	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.176	propanoyl-CoA C-acyltransferase
RXN-11737	brassica_napus	REVERSIBLE	EC-2.6.1.1	L-aspartate:2-oxoglutarate aminotransferase
RXN-11737				L-phenylalanine:2-oxoglutarate aminotransferase
12-ALPHA-L-FUCOSIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.63	
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.67	dihydroneopterin triphosphate pyrophosphohydrolase
ATPPHOSPHORIBOSYLTRANS-RXN	brassica_napus	REVERSIBLE	EC-2.4.2.17	ATP phosphoribosyltransferase
RXN-10059	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase
RXN-10059				3-oxo-cerotoyl-[acp] synthase
3.1.26.12-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.12	ribonuclease
RXN-14950	brassica_napus	LEFT-TO-RIGHT	EC-2.8.1.8	lipoate synthase
RXN-10642	brassica_napus	REVERSIBLE	EC-4.1.1.37	uroporphyrinogen decarboxylase
RXN-12456	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.91	tRNA-dihydrouridine20 synthase
RXN-10038	brassica_napus	REVERSIBLE	EC-2.7.1.164	O-phosphoseryl-tRNA[Ser]Sec kinase
2.4.1.67-RXN	brassica_napus	REVERSIBLE	EC-2.4.1.67	&alpha;-D-galactosyl-(1-3)-1D-myo-inositol:raffinose galactosyltransferase
5-METHYLTHIORIBOSE-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.100	S-methyl-5-thioribose kinase
RXN-12186	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.206	fatty acid in-chain hydroxylase
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.80	ceramide glucosyltransferase
RXN-16117	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.15	glycerol-3-phosphate O-acyltransferase
RXN-11889	brassica_napus	REVERSIBLE	EC-2.4.1.255	UDP-N-acetylglucosamine:protein-L-serine &beta;-N-acetylglucosaminyltransferase
RXN-8186	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.129	
METHYLVALERATE-RXN	brassica_napus	REVERSIBLE	EC-1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring)
METHYLVALERATE-RXN				3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
2.7.7.39-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.39	glycerol-3-phosphate cytidylyltransferase
1.14.11.2-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.2	procollagen-proline 4-dioxygenase
2.7.4.10-RXN	brassica_napus	REVERSIBLE	EC-2.7.4.10	
RXN-17897	brassica_napus	LEFT-TO-RIGHT	EC-1.18.1.2	ferredoxin-NADP+ reductase
STRICTOSIDINE-SYNTHASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.3.3.2	strictosidine synthase
RIBOFLAVINKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.26	riboflavin kinase
6PGLUCONDEHYDROG-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.351	phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating]
6PGLUCONDEHYDROG-RXN				phosphogluconate dehydrogenase (decarboxylating)
6PGLUCONDEHYDROG-RXN				6PGD
6PGLUCONDEHYDROG-RXN				6-phosphogluconic carboxylase
6PGLUCONDEHYDROG-RXN				6-phosphogluconic dehydrogenase
6PGLUCONDEHYDROG-RXN				Phosphogluconic acid dehydrogenase
RXN-10618	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.17	glucuronosyltransferase
RXN-14136	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.46	glycerophosphodiester phosphodiesterase
RXN-14136				glycerophosphoserine phosphodiesterase
TRIOSEPISOMERIZATION-RXN	brassica_napus	REVERSIBLE	EC-5.3.1.1	triosephosphate isomerase
PROLINE--TRNA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.1.1.15	proline-tRNA ligase
RXN-6550	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11	
RXN66-181	brassica_napus	LEFT-TO-RIGHT	EC-1.14.14.1	aromatase
BENZOATE--COA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.25	benzoate-CoA ligase
RXN-12400	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.23	xyloglucan XLLG oligosaccharide &beta;-galactosidase
RXN-12400				XLLG xyloglucan oligosaccharide &beta;-galactosidase
RXN-12400				beta-galactosidase
RETINAL-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.2.1.36	retinal dehydrogenase
CHITIN-SYNTHASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.16	chitin synthase
RXN-12305	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.91	celotatraose 1,4-&beta;-cellobiosidase (non-reducing end)
RXN-2962	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase
4.4.1.14-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
RXN-7693	brassica_napus	REVERSIBLE	EC-1.1.1.1	alcohol dehydrogenase (NAD)
DNA-LIGASE-ATP-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.5.1.7	DNA ligase (ATP)
DNA-LIGASE-ATP-RXN			EC-6.5.1.1	
DNA-LIGASE-ATP-RXN			EC-6.5.1.6	
RXN-15013	brassica_napus	REVERSIBLE		
RXN-9237	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.64	3-demethylubiquinone-9 3-O-methyltransferase
RXN-9237				5-demethylubiquinone-10 methyltransferase
RXN-12705	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-hydroxyacyl-CoA dehydrogenase
RXN-14046	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.74	
BETA-DIKETONE-HYDROLASE-RXN	brassica_napus	REVERSIBLE	EC-3.7.1.7	
RXN-12303	brassica_napus	REVERSIBLE	EC-1.6.5.2	NAD(P)H dehydrogenase (plastoquinone)
RXN-12303				NAD(P)H dehydrogenase (quinone)
RXN-12484	brassica_napus	REVERSIBLE	EC-1.1.1.2	alcohol dehydrogenase (NADP+)
ADENODEAMIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.4.4	adenosine deaminase
RXN-12969	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.134	3-hydroxy-behenoyl-CoA dehydratase
RXN-12504	brassica_napus	LEFT-TO-RIGHT		tRNAHis guanylyltransferase
RXN-12263	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.103	farnesyl-diphosphate farnesyltransferase
RXN-12263				squalene synthase
DCYSDESULF-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.4.1.15	D-cysteine desulfhydrase
RXN66-22	brassica_napus	LEFT-TO-RIGHT		4&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol 4-hydroxylase
RXN66-22				C-4 methylsterol oxidase
RXN0-5180	brassica_napus	REVERSIBLE	EC-2.5.1	
RXN3O-102	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.64	3-demethylubiquinol-6 3-O-methyltransferase
RXN3O-102				3-demethylubiquinone-9 3-O-methyltransferase
RXN-12353	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.33	DNA oxidative demethylase
RXN-12558	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.44	crotonyl-CoA reductase (NAD+)
RXN-12558				trans-2-enoyl-CoA reductase (NAD+)
NITRIC-OXIDE-REDUCTASE-RXN	brassica_napus	REVERSIBLE	EC-1.7.2.5	nitric oxide reductase
RXN-5901	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.36	acetoacetyl-CoA reductase
GLYCOPHOSPHORYL-RXN	brassica_napus	REVERSIBLE	EC-2.4.1.1	glycogen phosphorylase
GLYCOPHOSPHORYL-RXN				phosphorylase
RXN0-6478	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.12	ribonuclease
SULFOCYS-RXN	brassica_napus	REVERSIBLE	EC-2.5.1.47	cysteine synthase
RXN-7686	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.22	flavone synthase
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.1.99.3	deoxyribodipyrimidine photo-lyase
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN				DNA photolyase
RXN-12366	brassica_napus	REVERSIBLE	EC-2.4.2.43	
FERREDOXIN--NITRITE-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.7.7.1	ferredoxin-nitrite reductase
LONG-CHAIN-ALCOHOL-OXIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.3.20	long-chain-alcohol oxidase
AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.64	agmatine N4-coumaroyltransferase
LINOLEOYL-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2	
RXN1G-320	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN1G-320				3-hydroxyarchidoyl-[acp] dehydrase
RXN-10949	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.25	inositol monophosphate 1-phosphatase
RXN-10949				inositol monophosphate 4-phosphatase
RXN-10949				inositol monophosphate phosphatase
RXN0-1461	brassica_napus	LEFT-TO-RIGHT	EC-1.3.3.3	coproporphyrinogen oxidase
RXN0-1461				coproporphyrinogen III oxidase
RXN0-5393	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	enoyl-CoA hydratase
RXN-9637	brassica_napus	LEFT-TO-RIGHT	EC-1.14.21	thalian-diol desaturase
RXN-13327	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.260	
2.1.1.79-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.79	cyclopropane-fatty-acyl-phospholipid synthase
RXN-15816	brassica_napus	LEFT-TO-RIGHT	EC-1.10.2.2	ubiquinol-cytochrome-c reductase
RXN-9996	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.38	unsaturated archaetidylserine synthase
