gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaCnng05710D	brassica_napus	POSITIVE	5316677	5316368	6.5901136    
BnaA01g17910D	brassica_napus	NEGATIVE	9471594	9470038	40.70009    
BnaA05g13450D	brassica_napus	NEGATIVE	8198574	8196674	35.53328    
BnaC09g27220D	brassica_napus	NEGATIVE	28723601	28722101	59.21079    
BnaA10g19520D	brassica_napus	POSITIVE	13847122	13846910	79.58805    
BnaA05g30210D	brassica_napus	NEGATIVE	20889847	20885383	90.53992    
BnaA07g15430D	brassica_napus	POSITIVE	13379760	13378338	55.727936    
BnaCnng07310D	brassica_napus	POSITIVE	6557914	6556291	8.127109    
BnaC04g45170D	brassica_napus	POSITIVE	44956912	44954116	91.8739    
BnaA05g23780D	brassica_napus	NEGATIVE	17950678	17949362	77.81201    
BnaA05g18050D	brassica_napus	NEGATIVE	13273555	13273194	57.540424    
BnaC07g33430D	brassica_napus	POSITIVE	36680421	36677289	81.922935    
BnaA01g00700D	brassica_napus	NEGATIVE	389142	384912	1.654265    
BnaC03g32190D	brassica_napus	NEGATIVE	19821430	19819284	32.719456    
BnaA03g34910D	brassica_napus	POSITIVE	17038323	17037882	57.23654    
BnaA06g03880D	brassica_napus	POSITIVE	2349131	2343738	9.606907    
BnaA09g41340D	brassica_napus	POSITIVE	28910239	28904562	85.35146    
BnaC09g48080D	brassica_napus	NEGATIVE	47083995	47077249	97.05004    
BnaAnng41850D	brassica_napus	NEGATIVE	48419087	48417867	99.50582    
BnaA07g17610D	brassica_napus	POSITIVE	14701785	14700122	61.23387    
BnaC05g25190D	brassica_napus	POSITIVE	20044274	20042857	46.41137    
BnaC08g34220D	brassica_napus	NEGATIVE	32364891	32364008	84.11242    
BnaC04g49370D	brassica_napus	NEGATIVE	47505534	47504248	97.08567    
BnaA09g53540D	brassica_napus	POSITIVE	1328660	1323346	32.008392    
BnaA10g27030D	brassica_napus	NEGATIVE	17098716	17096255	98.26435    
BnaA01g22310D	brassica_napus	POSITIVE	14655426	14653388	62.976955    
BnaC03g13010D	brassica_napus	POSITIVE	6248043	6246307	10.311965    
BnaC02g12060D	brassica_napus	NEGATIVE	7565232	7564727	16.366144    
BnaC03g13030D	brassica_napus	NEGATIVE	6251465	6249613	10.317423    
BnaC05g18270D	brassica_napus	NEGATIVE	11957822	11956916	27.687513    
BnaA01g21200D	brassica_napus	NEGATIVE	13036220	13035201	56.022358    
BnaC09g43000D	brassica_napus	POSITIVE	44394372	44394008	91.518524    
BnaA03g12150D	brassica_napus	NEGATIVE	5482709	5481210	18.41341    
BnaC05g22240D	brassica_napus	NEGATIVE	16112340	16109817	37.304    
BnaA04g14900D	brassica_napus	NEGATIVE	12486170	12485436	65.19245    
BnaA06g00780D	brassica_napus	POSITIVE	512409	511063	2.0948308    
BnaA03g33740D	brassica_napus	NEGATIVE	16341954	16335589	54.87728    
BnaC02g24910D	brassica_napus	NEGATIVE	22260200	22256973	48.15254    
BnaA04g28800D	brassica_napus	POSITIVE	1028891	1026732	69.30055    
BnaA09g48020D	brassica_napus	NEGATIVE	32249680	32248210	95.22482    
BnaC05g16060D	brassica_napus	NEGATIVE	9850440	9847640	22.80326    
BnaAnng40740D	brassica_napus	NEGATIVE	46665627	46663671	95.90069    
BnaC02g44540D	brassica_napus	POSITIVE	361775	360654	7.006261    
BnaA08g07530D	brassica_napus	POSITIVE	7513722	7512110	39.61678    
BnaC08g14850D	brassica_napus	POSITIVE	19542530	19539616	50.78247    
BnaC02g20730D	brassica_napus	POSITIVE	17312367	17312134	37.454475    
BnaCnng70330D	brassica_napus	NEGATIVE	70385780	70383922	87.24716    
BnaA10g18760D	brassica_napus	NEGATIVE	13507200	13505780	77.627335    
BnaCnng45520D	brassica_napus	NEGATIVE	44658797	44656347	55.355537    
BnaA01g31420D	brassica_napus	NEGATIVE	21375119	21373134	91.85692    
BnaC04g31560D	brassica_napus	NEGATIVE	33378654	33378253	68.216    
BnaA06g33010D	brassica_napus	POSITIVE	21865204	21863549	89.61798    
BnaC03g02300D	brassica_napus	POSITIVE	1099466	1097438	1.8117493    
BnaC07g40060D	brassica_napus	POSITIVE	40626155	40623400	90.73703    
BnaCnng53960D	brassica_napus	POSITIVE	53754839	53753734	66.63256    
BnaC05g09420D	brassica_napus	NEGATIVE	5087041	5085556	11.776147    
BnaC01g27950D	brassica_napus	NEGATIVE	25548263	25547901	65.795395    
BnaA03g53430D	brassica_napus	NEGATIVE	28036241	28034332	94.17768    
BnaA06g24100D	brassica_napus	NEGATIVE	16669177	16667465	68.319405    
BnaC08g38040D	brassica_napus	POSITIVE	34529103	34525942	89.73118    
BnaAnng18320D	brassica_napus	POSITIVE	19500057	19499176	40.073666    
BnaA03g40170D	brassica_napus	NEGATIVE	20059404	20057719	67.381294    
BnaA02g34640D	brassica_napus	POSITIVE	24677778	24676861	99.5286    
BnaA08g15220D	brassica_napus	POSITIVE	12721500	12720019	67.08185    
BnaA02g13030D	brassica_napus	NEGATIVE	7101493	7101011	28.640343    
BnaA09g07460D	brassica_napus	NEGATIVE	3690729	3688106	10.890503    
BnaC01g41710D	brassica_napus	NEGATIVE	874301	872647	19.664753    
BnaA08g25540D	brassica_napus	POSITIVE	17550968	17546080	92.53315    
BnaCnng61890D	brassica_napus	NEGATIVE	61743170	61740636	76.533035    
BnaA02g02140D	brassica_napus	NEGATIVE	941413	939638	3.7898202    
BnaC01g08400D	brassica_napus	POSITIVE	4591895	4588520	11.817154    
BnaC03g40020D	brassica_napus	NEGATIVE	24990381	24989145	41.254322    
BnaC05g21980D	brassica_napus	NEGATIVE	15773184	15770974	36.51937    
BnaA03g33480D	brassica_napus	POSITIVE	16212484	16210059	54.455578    
BnaA05g07000D	brassica_napus	POSITIVE	3791079	3788178	16.422073    
BnaC05g46120D	brassica_napus	NEGATIVE	41755422	41752749	96.682945    
BnaA02g16000D	brassica_napus	POSITIVE	9454707	9452644	38.12513    
BnaC04g17540D	brassica_napus	POSITIVE	16046574	16044475	32.790512    
BnaA05g28720D	brassica_napus	NEGATIVE	20319849	20317765	88.07924    
BnaC02g22890D	brassica_napus	NEGATIVE	19917127	19915190	43.08614    
BnaCnng02570D	brassica_napus	NEGATIVE	2214498	2213111	2.743349    
BnaA07g33490D	brassica_napus	NEGATIVE	22969157	22967950	95.6738    
BnaA05g22200D	brassica_napus	POSITIVE	16991417	16990721	73.65622    
BnaC04g21600D	brassica_napus	POSITIVE	22635129	22633397	46.256462    
BnaA06g18530D	brassica_napus	POSITIVE	10656368	10654305	43.671654    
BnaA08g31670D	brassica_napus	POSITIVE	2081536	2080573	98.09646    
BnaA03g16270D	brassica_napus	POSITIVE	7596558	7593433	25.50915    
BnaC05g38910D	brassica_napus	NEGATIVE	37478767	37476833	86.7816    
BnaA05g14590D	brassica_napus	POSITIVE	9059483	9057873	39.266647    
BnaA09g25060D	brassica_napus	NEGATIVE	17999227	17994298	53.134853    
BnaA10g03010D	brassica_napus	NEGATIVE	1557854	1554728	8.936129    
BnaA09g17990D	brassica_napus	POSITIVE	11114532	11111999	32.812305    
BnaA07g16960D	brassica_napus	NEGATIVE	14319600	14318544	59.644394    
BnaA01g14830D	brassica_napus	POSITIVE	7490715	7488819	32.185257    
BnaC07g07230D	brassica_napus	POSITIVE	11593154	11590932	25.889677    
BnaC05g11630D	brassica_napus	POSITIVE	6765447	6764295	15.663446    
BnaC03g62400D	brassica_napus	POSITIVE	51591588	51590290	85.16988    
BnaC03g11220D	brassica_napus	NEGATIVE	5482813	5480793	9.048185    
BnaA09g24180D	brassica_napus	POSITIVE	16856838	16854177	49.76822    
BnaA07g28200D	brassica_napus	POSITIVE	20382339	20380685	84.896454    
BnaC08g08090D	brassica_napus	NEGATIVE	11985448	11983196	31.143719    
BnaC05g02370D	brassica_napus	POSITIVE	1164310	1162954	2.692944    
BnaC03g36530D	brassica_napus	NEGATIVE	22071056	22068341	36.4324    
BnaA03g54360D	brassica_napus	NEGATIVE	28898371	28896224	97.0731    
BnaA03g42220D	brassica_napus	POSITIVE	21182832	21181300	71.155815    
BnaC03g09500D	brassica_napus	NEGATIVE	4595447	4593503	7.583368    
BnaC03g70440D	brassica_napus	POSITIVE	60117157	60114878	99.24304    
BnaC07g06460D	brassica_napus	POSITIVE	10382821	10381096	23.18737    
BnaC08g33440D	brassica_napus	POSITIVE	31902888	31899403	82.90494    
BnaC03g66830D	brassica_napus	POSITIVE	56500812	56497948	93.2719    
BnaC04g05970D	brassica_napus	NEGATIVE	4214220	4213783	8.611818    
BnaC03g02560D	brassica_napus	NEGATIVE	1223777	1222687	2.0185215    
BnaA05g02930D	brassica_napus	NEGATIVE	1547217	1541130	6.6809297    
BnaA06g36780D	brassica_napus	POSITIVE	24048492	24045248	98.5607    
BnaC03g21760D	brassica_napus	NEGATIVE	11767433	11764922	19.42259    
BnaA04g08750D	brassica_napus	POSITIVE	7765635	7764292	40.541092    
BnaA08g28940D	brassica_napus	NEGATIVE	18887695	18884076	99.58936    
BnaA08g11360D	brassica_napus	NEGATIVE	10318442	10316456	54.40612    
BnaA07g18910D	brassica_napus	POSITIVE	15259213	15257543	63.555832    
BnaA09g52350D	brassica_napus	POSITIVE	402865	402165	9.727354    
BnaA02g33290D	brassica_napus	NEGATIVE	23803419	23802464	96.00192    
BnaC02g10380D	brassica_napus	POSITIVE	5943401	5941134	12.853532    
BnaCnng29710D	brassica_napus	NEGATIVE	28120330	28118701	34.855644    
BnaA07g05720D	brassica_napus	NEGATIVE	6022155	6021562	25.083027    
BnaA05g17280D	brassica_napus	NEGATIVE	12034970	12032652	52.16257    
BnaA04g17460D	brassica_napus	POSITIVE	14187939	14186673	74.075424    
BnaC07g44050D	brassica_napus	NEGATIVE	42790447	42788812	95.57372    
BnaA05g11710D	brassica_napus	NEGATIVE	6629687	6627541	28.730953    
BnaA09g54890D	brassica_napus	POSITIVE	2913451	2910240	70.39134    
BnaA05g30250D	brassica_napus	POSITIVE	20908554	20906817	90.63283    
BnaA02g22810D	brassica_napus	NEGATIVE	15333129	15331433	61.835915    
BnaA03g56770D	brassica_napus	POSITIVE	865712	864405	14.370555    
BnaA10g21700D	brassica_napus	NEGATIVE	14834846	14833374	85.25796    
BnaC07g44680D	brassica_napus	POSITIVE	43134049	43130879	96.33777    
BnaC09g21850D	brassica_napus	POSITIVE	19068633	19065580	39.303814    
BnaA05g27090D	brassica_napus	NEGATIVE	19604275	19602860	84.980064    
BnaA06g08740D	brassica_napus	NEGATIVE	4730251	4728599	19.382376    
BnaA05g28190D	brassica_napus	POSITIVE	20101832	20094054	87.109436    
BnaA04g13390D	brassica_napus	NEGATIVE	11302393	11296866	58.986355    
BnaA10g13460D	brassica_napus	NEGATIVE	10809697	10806835	62.11457    
BnaC04g06670D	brassica_napus	POSITIVE	4811935	4808978	9.828234    
BnaC03g45190D	brassica_napus	NEGATIVE	30198824	30197604	49.85292    
BnaC06g16870D	brassica_napus	POSITIVE	19685407	19683406	52.875496    
BnaA06g18180D	brassica_napus	NEGATIVE	10418510	10415337	42.69213    
BnaA05g32100D	brassica_napus	POSITIVE	22051742	22049074	95.58461    
BnaC06g16860D	brassica_napus				
BnaC03g11130D	brassica_napus	POSITIVE	5436720	5430378	8.964956    
BnaC05g18090D	brassica_napus	POSITIVE	11826709	11825933	27.384209    
BnaC07g39220D	brassica_napus	POSITIVE	40217668	40213675	89.82186    
BnaA03g29280D	brassica_napus	POSITIVE	14235137	14234240	47.818073    
BnaC04g47550D	brassica_napus	NEGATIVE	46550799	46549797	95.13503    
BnaA03g10840D	brassica_napus	POSITIVE	4866871	4865502	16.34502    
BnaAnng36490D	brassica_napus	NEGATIVE	41415636	41414494	85.11286    
BnaA05g35750D	brassica_napus	NEGATIVE	1165479	1163171	38.546474    
BnaC08g24360D	brassica_napus	NEGATIVE	26385652	26383160	68.56849    
BnaC01g22780D	brassica_napus	NEGATIVE	16300385	16300035	41.97868    
BnaA07g23470D	brassica_napus	NEGATIVE	17677958	17675664	73.6286    
BnaA01g25310D	brassica_napus	NEGATIVE	17718009	17712132	76.12275    
BnaA06g07720D	brassica_napus	NEGATIVE	4117936	4116504	16.873417    
BnaC01g08080D	brassica_napus	POSITIVE	4287198	4284973	11.035406    
BnaA04g08240D	brassica_napus	NEGATIVE	7300351	7298967	38.11141    
BnaAnng34850D	brassica_napus	POSITIVE	39671455	39669866	81.52739    
BnaC09g12280D	brassica_napus	NEGATIVE	8738457	8737471	18.01235    
BnaA04g10700D	brassica_napus	NEGATIVE	9388075	9386960	49.01382    
BnaA09g10560D	brassica_napus	POSITIVE	5399630	5395224	15.931404    
BnaC09g13020D	brassica_napus	POSITIVE	9585728	9582229	19.753826    
BnaA04g18630D	brassica_napus	POSITIVE	14856272	14851720	77.54795    
BnaA09g14840D	brassica_napus	NEGATIVE	8592306	8591281	25.36895    
BnaC06g03120D	brassica_napus	NEGATIVE	3740052	3739882	10.046437    
BnaA03g16100D	brassica_napus	NEGATIVE	7468910	7468003	25.087782    
BnaA08g26680D	brassica_napus	NEGATIVE	17989505	17987012	94.858505    
BnaC09g36220D	brassica_napus	POSITIVE	39534271	39532176	81.49583    
BnaC02g42390D	brassica_napus	NEGATIVE	45045537	45043627	97.451035    
BnaC03g49150D	brassica_napus	POSITIVE	34073753	34071337	56.24802    
BnaC09g50960D	brassica_napus	POSITIVE	92233	89185	2.0096297    
BnaA10g24510D	brassica_napus	NEGATIVE	16030621	16025667	92.110916    
BnaC08g01390D	brassica_napus	NEGATIVE	1062760	1055813	2.7440045    
BnaC06g09110D	brassica_napus	NEGATIVE	10806520	10802494	29.018719    
BnaA04g09220D	brassica_napus	POSITIVE	8282045	8280136	43.23456    
BnaC03g25170D	brassica_napus	NEGATIVE	14141759	14139010	23.34195    
BnaC02g38630D	brassica_napus	POSITIVE	41538514	41537801	89.86624    
BnaCnng46180D	brassica_napus	POSITIVE	45490219	45489823	56.388706    
BnaC01g16500D	brassica_napus	POSITIVE	11314542	11313613	29.136784    
BnaA06g06510D	brassica_napus	NEGATIVE	3509703	3507249	14.376100    
BnaC05g31930D	brassica_napus				
BnaC03g18050D	brassica_napus	POSITIVE	9252517	9243783	15.2604685    
BnaA01g05840D	brassica_napus	NEGATIVE	2718988	2715650	11.671252    
BnaA10g21740D	brassica_napus	POSITIVE	14851386	14849068	85.34817    
BnaC06g36140D	brassica_napus	NEGATIVE	34765253	34764203	93.38702    
BnaC01g34900D	brassica_napus	NEGATIVE	34123861	34122101	87.87716    
BnaCnng26300D	brassica_napus	NEGATIVE	24832150	24830263	30.779331    
BnaA06g11450D	brassica_napus	POSITIVE	5960919	5956865	24.416998    
BnaA03g35400D	brassica_napus	NEGATIVE	17274728	17272280	58.02397    
BnaA09g15140D	brassica_napus	NEGATIVE	8784113	8783865	25.937626    
BnaC09g13530D	brassica_napus	NEGATIVE	10132118	10129575	20.882181    
BnaA09g14060D	brassica_napus	NEGATIVE	8031501	8030329	23.71253    
BnaC09g42740D	brassica_napus	POSITIVE	44142650	44141178	90.99730    
BnaA02g07580D	brassica_napus	NEGATIVE	3615752	3614997	14.580284    
BnaC06g32690D	brassica_napus	POSITIVE	32828515	32826416	88.18153    
BnaA10g08610D	brassica_napus	POSITIVE	7417137	7415996	42.625008    
BnaA03g07560D	brassica_napus	POSITIVE	3370747	3368404	11.315714    
BnaA08g30170D	brassica_napus	NEGATIVE	1314046	1313450	61.92756    
BnaCnng04040D	brassica_napus	POSITIVE	3169764	3167410	3.926288    
BnaA05g15890D	brassica_napus	POSITIVE	10434280	10433584	45.230476    
BnaA03g33550D	brassica_napus	POSITIVE	16250374	16244358	54.5708    
BnaC08g34430D	brassica_napus	NEGATIVE	32532630	32530116	84.54412    
BnaA03g05630D	brassica_napus	POSITIVE	2559996	2558682	8.595558    
BnaCnng06920D	brassica_napus	POSITIVE	6028998	6025592	7.4692597    
BnaA04g07820D	brassica_napus	NEGATIVE	6871685	6869094	35.866833    
BnaA08g24550D	brassica_napus	NEGATIVE	17136150	17133923	90.35955    
BnaC01g18920D	brassica_napus	POSITIVE	13150058	13146502	33.857155    
BnaC08g16190D	brassica_napus	NEGATIVE	20331282	20329652	52.83573    
BnaC09g16840D	brassica_napus	POSITIVE	13643688	13636390	28.111502    
BnaC01g41770D	brassica_napus	NEGATIVE	907133	906438	20.42622    
BnaC04g12100D	brassica_napus	POSITIVE	9410417	9407399	19.226147    
BnaA06g40940D	brassica_napus	POSITIVE	2257959	2255358	98.62593    
BnaA03g22330D	brassica_napus	POSITIVE	10608271	10607771	35.63542    
BnaC01g08750D	brassica_napus	POSITIVE	4852990	4851523	12.494485    
BnaC09g06100D	brassica_napus	POSITIVE	3698915	3698215	7.6238937    
BnaA10g00560D	brassica_napus	NEGATIVE	281885	280688	1.6133137    
BnaA04g28910D	brassica_napus	NEGATIVE	1066080	1063644	71.79197    
BnaAnng01760D	brassica_napus	NEGATIVE	987267	978962	2.0119104    
BnaA10g07220D	brassica_napus	POSITIVE	5683863	5682418	32.6609    
BnaA09g08100D	brassica_napus	POSITIVE	3908566	3906852	11.536432    
BnaA03g05110D	brassica_napus	POSITIVE	2342489	2338559	7.856084    
BnaAnng29460D	brassica_napus	NEGATIVE	33712186	33711354	69.28178    
BnaC07g34780D	brassica_napus	NEGATIVE	37356069	37354894	83.436455    
BnaC08g19800D	brassica_napus	NEGATIVE	22628407	22626171	58.804276    
BnaC05g41590D	brassica_napus	NEGATIVE	39239121	39237788	90.85928    
BnaA02g17610D	brassica_napus	POSITIVE	10607238	10605324	42.774208    
BnaC03g49280D	brassica_napus	POSITIVE	34204758	34204159	56.4673    
BnaAnng25800D	brassica_napus	POSITIVE	29847698	29844827	61.3355    
BnaCnng72830D	brassica_napus	POSITIVE	73207007	73205359	90.74459    
BnaA08g02130D	brassica_napus	NEGATIVE	1628225	1625216	8.570937    
BnaA02g33390D	brassica_napus	POSITIVE	23945697	23944028	96.57289    
BnaA03g22430D	brassica_napus	POSITIVE	10653694	10652988	35.787323    
BnaC09g36390D	brassica_napus	NEGATIVE	39679700	39679278	81.79909    
BnaC08g16750D	brassica_napus	NEGATIVE	20658231	20652056	53.67365    
BnaA09g08470D	brassica_napus	POSITIVE	4184997	4182341	12.3499155    
BnaA04g06420D	brassica_napus	NEGATIVE	5054985	5053379	26.386114    
BnaA07g14770D	brassica_napus	POSITIVE	12958528	12957665	53.975605    
BnaA03g31080D	brassica_napus	NEGATIVE	15026325	15025244	50.475346    
BnaA09g12880D	brassica_napus	NEGATIVE	6889885	6886365	20.334553    
BnaC06g05300D	brassica_napus	NEGATIVE	5983189	5977037	16.056103    
BnaCnng28100D	brassica_napus	POSITIVE	26655123	26652109	33.03767    
BnaA05g25170D	brassica_napus	POSITIVE	18680225	18679794	80.97850    
BnaC01g24720D	brassica_napus	POSITIVE	19839209	19838514	51.091587    
BnaA06g12630D	brassica_napus	POSITIVE	6548108	6544923	26.827427    
BnaC05g00240D	brassica_napus	NEGATIVE	127023	123381	0.28570184    
BnaA10g04970D	brassica_napus	POSITIVE	2685218	2682976	15.420973    
BnaC02g09490D	brassica_napus	POSITIVE	5229921	5228654	11.312095    
BnaC07g43170D	brassica_napus	POSITIVE	42341905	42334992	94.56007    
BnaC02g19960D	brassica_napus	NEGATIVE	16322555	16321962	35.312256    
BnaA03g32630D	brassica_napus	NEGATIVE	15768032	15764967	52.96035    
BnaAnng31450D	brassica_napus	NEGATIVE	35947628	35945712	73.87371    
BnaC03g13080D	brassica_napus	NEGATIVE	6276388	6273966	10.357627    
BnaC01g42440D	brassica_napus	POSITIVE	1576904	1575096	35.49416    
BnaA01g00410D	brassica_napus	NEGATIVE	229761	228430	0.98174065    
BnaA03g48420D	brassica_napus	POSITIVE	24864203	24860512	83.51565    
BnaA04g13420D	brassica_napus	NEGATIVE	11332287	11329692	59.157753    
BnaA04g24360D	brassica_napus	POSITIVE	17851026	17849906	93.20292    
BnaA03g49720D	brassica_napus	NEGATIVE	25704391	25702508	86.34422    
BnaC05g41340D	brassica_napus	NEGATIVE	39127935	39127510	90.60393    
BnaC06g29970D	brassica_napus	NEGATIVE	30783401	30782391	82.69068    
BnaC01g03240D	brassica_napus	NEGATIVE	1660753	1658141	4.270333    
BnaA01g01780D	brassica_napus	NEGATIVE	931097	930236	3.9979446    
BnaA07g29490D	brassica_napus	NEGATIVE	21101976	21098905	87.88822    
BnaC03g02880D	brassica_napus	NEGATIVE	1396054	1394234	2.3017268    
BnaC05g39760D	brassica_napus	POSITIVE	38199098	38197312	88.44995    
BnaC03g22450D	brassica_napus	POSITIVE	12400138	12396592	20.465408    
BnaA02g35450D	brassica_napus	POSITIVE	265007	264161	16.27011    
BnaA09g36230D	brassica_napus	POSITIVE	26270284	26268651	77.56796    
BnaC05g14820D	brassica_napus	POSITIVE	8735926	8734955	20.22672    
BnaAnng10160D	brassica_napus	NEGATIVE	10847752	10846328	22.290794    
BnaC09g37530D	brassica_napus	NEGATIVE	40770685	40767532	84.04253    
BnaA02g06720D	brassica_napus	NEGATIVE	3218751	3218542	12.98127    
BnaA04g03110D	brassica_napus	NEGATIVE	2062751	2061879	10.766059    
BnaA09g35700D	brassica_napus	POSITIVE	26034404	26033173	76.87261    
BnaC04g48200D	brassica_napus	NEGATIVE	46938394	46935752	95.92382    
BnaC02g00410D	brassica_napus	POSITIVE	149272	146117	0.31612137    
BnaA03g22370D	brassica_napus	POSITIVE	10636936	10636084	35.730537    
BnaC03g53210D	brassica_napus	NEGATIVE	38392010	38390393	63.37831    
BnaA02g09580D	brassica_napus	NEGATIVE	4807600	4806339	19.385296    
BnaA07g34230D	brassica_napus	NEGATIVE	23340656	23336143	97.20752    
BnaA03g30200D	brassica_napus	NEGATIVE	14649975	14647936	49.207832    
BnaC01g04540D	brassica_napus	POSITIVE	2407544	2405048	6.1938977    
BnaAnng35660D	brassica_napus	NEGATIVE	40392090	40391305	83.010056    
