compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
ANTHRANILATE	InChIKey=RWZYAGGXGHYGMB-UHFFFAOYSA-M	136.13    	anthranilate	C(C1(C(=CC=CC=1)N))(=O)[O-]
ANTHRANILATE			anthranilic acid	
ANTHRANILATE			2-aminobenzoic acid	
ANTHRANILATE			vitamin L1	
ANTHRANILATE			o-aminobenzoic acid	
ANTHRANILATE			2-aminobenzoate	
ANTHRANILATE			o-aminobenzoate	
3-Methyl-Adenines	InChIKey=FSASIHFSFGAIJM-UHFFFAOYSA-N	149.155    	3-methyladenine	CN1(C2(=NC=NC(=C(N)N=C1)2))
CPD-2744	InChIKey=SAWAIULJDYFLPD-SOAFEQHCSA-O	339.367    	nicotine-glucuronide	C1(CC[CH]([N+](C)1)C3(C=[N+](C2(C(C(C(C(O2)C([O-])=O)O)O)O))C=CC=3))
CPD-15663	InChIKey=HBLOTZDYPZAZLE-OWQWVSLFSA-J	901.711    	2-trans-nonenoyl-CoA	CCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15663			2E-nonenoyl-CoA	
CPD-675	InChIKey=SOHWQLUTRKYCGZ-YBYDRZSWSA-F	886.865    	precorrin-6A	CC5(C3(=NC(C4(NC(=CC1(C(C(CCC(=O)[O-])=C(N=1)CC2(C(=C(CCC(=O)[O-])C(=N2)C3)CC([O-])=O)C)(CC(=O)[O-])C))C(CCC([O-])=O)C(CC(=O)[O-])(C)4)C)=C(CC(=O)[O-])5))CCC(=O)[O-]
CPD-675			precorrin-6x	
Non-Galactosylated-Galactose-Acceptors			a non galactosylated galactose acceptor	
CPD-7873	InChIKey=GLDOVTGHNKAZLK-UHFFFAOYSA-N	270.498    	1-octadecanol	CCCCCCCCCCCCCCCCCCO
CPD-7873			n-octadecanol	
CPD-7873			octadecan-1-ol	
CPD-7873			stearyl alcohol	
CPD-7873			stearic alcohol	
CPD-7873			stearol	
L-methionyl-L-cysteinyl-Protein			an N-terminal-L-methionyl-L-cysteinyl-[protein]	
CPD-5845	InChIKey=HCOOTBJPHHNRCV-AQTSNUJDSA-N	428.697    	3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carbaldehyde	CC(C)CCCC(C)[CH]4(CC[CH]3(C(C)(CC[CH]2(C(=CC[CH]1(C([CH]=O)(C)C(CCC(C)12)O))3))4))
LYS	InChIKey=KDXKERNSBIXSRK-YFKPBYRVSA-O	147.197    	L-lysine	C([N+])CCCC([N+])C([O-])=O
LYS			K	
LYS			lysine	
LYS			L-lys	
LYS			lys	
LYS			2,6-diaminohexanoic acid	
LYS			lysine acid	
CPD-2747	InChIKey=XWZCZWKUGIQPJD-CVRQRIFOSA-N	352.343    	cotinine-glucuronide	C1(=O)(CC[CH](N(C)1)C3(C=[N+](C2(C(C(C(C(O2)C([O-])=O)O)O)O))C=CC=3))
Non-Glucosylated-Glucose-Acceptors			a non glucosylated D-glucose acceptor	
Non-Glucosylated-Glucose-Acceptors			a non glucosylated D-glucose donor	
CPD-7424	InChIKey=PGYAYSRVSAJXTE-OQASCVKESA-N	600.88    	9'-cis-neoxanthin	CC(C=CC=C(C)[CH]=C=C1(C(O)(C)CC(O)CC(C)(C)1))=CC=CC=C(C)C=CC=C(C)C=CC23(C(C)(C)CC(O)CC(C)(O2)3)
CPD-7424			9cNeox	
CPD-7424			9c-neoxanthin	
CPD-7875	InChIKey=HLZKNKRTKFSKGZ-UHFFFAOYSA-N	214.39    	1-tetradecanol	CCCCCCCCCCCCCCO
CPD-7875			n-tetradecanol	
CPD-7875			tetradecanol	
CPD-7875			tetradecan-1-ol	
CPD-7875			tetradecyl alcohol	
CPD-7875			myristyl alcohol	
CPD-7875			myristic alcohol	
LYS-tRNAs			a tRNAlys	
LYS-tRNAs			TRNA(LYS)	
14-alpha-methylsteroids			a 14&alpha;-methylsteroid	
3-Methyl-Saturated-Fatty-Acids			a 3-methyl-branched 2,3,4-saturated fatty acid	
16-EPIVELLOSIMINE	InChIKey=MHASSCPGKAMILD-JNPAWNQGSA-N	292.38    	16-epivellosimine	C[CH]=C5(CN1([CH]4(C[CH]([CH]([CH]=O)[CH]1CC3(=C(NC2(=C(C=CC=C2)3))4))5)))
UROCANATE	InChIKey=LOIYMIARKYCTBW-OWOJBTEDSA-M	137.118    	urocanate	C1(NC=NC=1C=CC([O-])=O)
UROCANATE			urocanic acid	
UROCANATE			trans-urocanate	
3-Methyl-Saturated-Fatty-Acyl-CoA			a 3-methyl-branched 2,3,4-saturated fatty acyl-CoA	
CPD-15666	InChIKey=OOSDLBAXVXKFIB-GTUBXKNVSA-J	955.803    	6-cis, 2-trans-tridecadienoyl-CoA	CCCCCCC=CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15666			6Z, 2E-tridecadienoyl-CoA	
CPD-1302	InChIKey=HVRNKDVLFAVCJF-VJANTYMQSA-J	713.66    	N5-methyl--tetrahydropteroyl tri-L-glutamate	CN1([CH](CNC2(N=C(NC(=O)C1=2)N))CNC3(=CC=C(C(=O)NC(C([O-])=O)CCC(NC(C([O-])=O)CCC(NC(C([O-])=O)CCC(=O)[O-])=O)=O)C=C3))
CPD-1302			N5-methyl--H4PteGlu3	
CPD-1302			5-methyltetrahydropteroyl tri-L-glutamate	
CPD-1083	InChIKey=PMWATMXOQQZNBX-DKBZLLMOSA-J	845.604    	(E)-2-methylcrotonoyl-CoA	CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-1083			methylcrotonyl-CoA	
CPD-1083			trans-2-methylbut-2-enoyl-CoA	
CPD-1083			2-methylbut-2-enoyl-CoA	
CPD-1083			tigloyl-CoA	
CPD-1083			tiglyl-CoA	
CPD-1083			2-methyl-crotonyl-CoA	
CPD-1083			(E)-2-methylbut-2-enoyl-CoA	
XANTHOSINE	InChIKey=UBORTCNDUKBEOP-UUOKFMHZSA-N	284.228    	xanthosine	C(O)C1(OC(C(O)C(O)1)N3(C=NC2(C(=O)NC(=O)NC=23)))
XANTHOSINE			9 &beta;-D-ribofuranosylxanthine	
LYS2-peptidyl-carrier-protein			an apo-[LYS2 peptidyl-carrier-protein]	
CPD-5846	InChIKey=UQFZKTIHSICSPG-DSHYQQBWSA-M	443.688    	3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate	CC(C)CCCC(C)[CH]4(CC[CH]3(C(C)(CC[CH]2(C(=CC[CH]1(C(C)(C([O-])=O)C(CCC(C)12)O))3))4))
CPD-5846			17-(1,5-dimethylhexyl)-3-hydroxy-4,10,13-trimethyl-2,3,4,5,6,9, 10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a] phenanthrene-4-carboxylic acid	
CPD-479	InChIKey=SXFSQZDSUWACKX-UHFFFAOYSA-M	147.168    	4-(methylthio)-2-oxobutanoate	CSCCC(C([O-])=O)=O
CPD-479			2-keto-methyl-thio-butyrate	
CPD-479			2-keto-4-methylthiobutyrate	
CPD-479			4-methylthio-2-oxobutanoate	
CPD-479			&alpha;-keto-4-methylthiobutyrate	
CPD-479			4-methylthio-2-ketobutyrate	
CPD-479			4-methylthio-2-ketobutanoate	
CPD-479			4-methylthio-2-oxobutyrate	
CPD-479			2-ketomethiobutyrate	
CPD-479			KMTB	
CPD-479			&alpha;-ketomethiobutyrate	
CPD-479			2-keto-4-methylthiobutyric acid	
CPD-479			&alpha;-ketomethiobutyric acid	
CPD-479			&alpha;-keto-&gamma;-methylthiobutyrate	
CPD-479			&alpha;-keto-&gamma;-methylthiobutyric acid	
CPD-479			2-oxo-4-methylthiobutanoic acid	
CPD-479			2-oxomethionine	
CPD-479			2-keto-4-methylthiobutanoate	
CPD-13025	InChIKey=WTIFIAZWCCBCGE-UUOKFMHZSA-L	361.207    	guanosine 2'-monophosphate	C(O)C1(OC(C(OP([O-])(=O)[O-])C(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))
3-O-methylflavonoids			a 3'-methoxyflavonoid	
3-O-methylflavonoids			a 3'-O-methylflavonoid	
UDP-D-GALACTURONATE	InChIKey=HDYANYHVCAPMJV-GXNRKQDOSA-K	577.265    	UDP-&alpha;-D-galacturonate	C(OP(=O)([O-])OP(=O)([O-])OC1(OC(C(=O)[O-])C(O)C(O)C(O)1))C2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3))
CPD-10832	InChIKey=OWLTYHQJECVUBE-RXHYMOQPSA-I	918.632    	4-methyl-3-oxoadipyl-CoA	CC(C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])CC([O-])=O
CPD-10832			4-methyl-3-ketoadipyl-CoA	
CPD-10832			4-methyl-&beta;-ketoadipyl-CoA	
2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP	InChIKey=YIEMFVNCENFBSD-XQRVVYSFSA-K	239.159    	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl 1-phosphate	CSCCC(C([O-])=COP([O-])(=O)[O-])=O
2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP			1-phosphoryloxyl-2-hydroxy-3-keto-5-methylthiopentene	
2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP			2-hydroxy-3-keto-5-methylthio-1-phosphopentene	
XANTHOSINE-5-PHOSPHATE	InChIKey=DCTLYFZHFGENCW-UUOKFMHZSA-L	362.192    	XMP	C(OP(=O)([O-])[O-])C1(C(O)C(O)C(O1)N3(C=NC2(C(=O)NC(=O)NC=23)))
XANTHOSINE-5-PHOSPHATE			(9-D-ribosylxanthine) 5'-phosphate	
XANTHOSINE-5-PHOSPHATE			xanthosine 5-phosphate	
XANTHOSINE-5-PHOSPHATE			xanthosine 5'-phosphate	
XANTHOSINE-5-PHOSPHATE			xanthosine-5-P	
XANTHOSINE-5-PHOSPHATE			xanthosine-5'-P	
XANTHOSINE-5-PHOSPHATE			9-(5-phospho-&beta;-D-ribosyl)xanthine	
CARBON-DIOXIDE	InChIKey=CURLTUGMZLYLDI-UHFFFAOYSA-N	44.01    	CO2	C(=O)=O
CARBON-DIOXIDE			carbonic anhydride	
CARBON-DIOXIDE			carbonic acid gas	
CARBON-DIOXIDE			carbon dioxide	
Non-Glucur-Glucuronoside-Acceptors			a non-glucuronated glucosyluronate acceptor	
L-methionyl-L-seryl-Protein			an N-terminal-L-methionyl-L-seryl-[protein]	
DEOXYCYTIDINE	InChIKey=CKTSBUTUHBMZGZ-SHYZEUOFSA-N	227.219    	2'-deoxycytidine	C1(=CN(C(=O)N=C(N)1)C2(CC(O)C(CO)O2))
DEOXYCYTIDINE			d-cytidine	
DEOXYCYTIDINE			deoxycytidine	
CPD-365	InChIKey=VYEGBDHSGHXOGT-QFYCRYKCSA-N	178.141    	1-keto-D-chiro-inositol	C1(O)(C(O)C(O)C(=O)C(O)C(O)1)
CPD-365			2D-2,3,5/4,6-pentahydroxycyclohexanone	
CPD-365			scyllo-inosine	
CPD-365			(2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexanone	
L-methionyl-L-threonyl-Protein			an N-terminal-L-methionyl-L-threonyl-[protein]	
3-OCTAPRENYL-4-HYDROXYBENZOATE	InChIKey=UTIBHEBNILDQKX-LQOKPSQISA-M	682.06    	3-octaprenyl-4-hydroxybenzoate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1(=C(O)C=CC(C(=O)[O-])=C1))C)C)C)C)C)C)C)C
16-HYDROXYPALMITATE	InChIKey=UGAGPNKCDRTDHP-UHFFFAOYSA-M	271.419    	16-hydroxypalmitate	C(CCCCCCCCCCCCCCC([O-])=O)O
16-HYDROXYPALMITATE			16-hydroxy-hexadecanoate	
16-HYDROXYPALMITATE			&omega;-hydroxy-hexadecanoate	
16-HYDROXYPALMITATE			&omega;-hydroxy-palmitate	
CPD-7496	InChIKey=OAIJSZIZWZSQBC-BYUNHUQQSA-N	536.882    	prolycopene	CC(=CCCC(=CC=CC(C)=CC=CC(=CC=CC=C(C=CC=C(C)C=CC=C(CCC=C(C)C)C)C)C)C)C
CPD-7496			7,9,9',7'-tetra-cis-lycopene	
CPD-7496			9,9'-di-cis-&zeta;-carotene	
CPD-7496			7,9,9',7'-tetracis-lycopene	
CPD-15667	InChIKey=FDXHXLPCLXEYSU-DXAZUOFZSA-J	971.802    	6-cis, 3-oxo-tridecenoyl-CoA	CCCCCCC=CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15667			6Z, 3-oxo-tridecenoyl-CoA	
Non-Glycosylated-sugar-Acceptors			a non glycosylated sugar acceptor	
Non-Glycosylated-sugar-Acceptors			a non glycosylated sugar donor	
CPD-2751	InChIKey=BBNHNZGTKSWIHD-SNVBAGLBSA-N	192.217    	5'-hydroxycotinine	C1(=O)(CCC(O)(N(C)1)C2(=CN=CC=C2))
CPD-2751			allohydroxycotinine	
5-ppp-Pur-mRNA			a 5'-triphospho-purine-[mRNA]	
5-ppp-Pur-mRNA			a (5')ppPur-[mRNA]	
CPD-12521	InChIKey=AEMOLEFTQBMNLQ-QIUUJYRFSA-M	193.133    	&beta;-D-glucuronate	C1(O)(C(O)C(O)OC(C(=O)[O-])C(O)1)
CPD-12521			&beta;-D-glucuronic acid	
CPD-12521			&beta;-D-glucopyranuronic acid	
Initiation-tRNAmet			initiator tRNAmet	
Initiation-tRNAmet			tRNAfmet	
CPD-13567	InChIKey=FEXBYMWJVRXRSN-TWOHWVPZSA-N	342.299    	levanbiose	C(O)C2(C(O)C(O)C(CO)(OCC1(C(O)C(O)C(CO)(O)O1))O2)
DIMETHYL-D-RIBITYL-LUMAZINE	InChIKey=SXDXRJZUAJBNFL-XKSSXDPKSA-M	325.3    	6,7-dimethyl-8-(1-D-ribityl)lumazine	CC2(=C(C)N(CC(O)C(O)C(O)CO)C1(C(C(=O)[N-]C(=O)N=1)=N2))
TOLUENECISDHDIOL	InChIKey=FTZZKLFGNQOODA-NKWVEPMBSA-N	126.155    	(1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol	CC1(=CC=CC(C(O)1)O)
TOLUENECISDHDIOL			toluene-cis-1,2-dihydroxydiol	
TOLUENECISDHDIOL			toluene-cis-dihydrodiol	
TOLUENECISDHDIOL			toluene-cis-1,2-dihydrodiol	
TOLUENECISDHDIOL			(+)-cis-1S,2R-dihydroxy-3-methyl-cyclohexa-3,5-diene	
CPDQT-413	InChIKey=GLRIWFRUUABTJT-UHFFFAOYSA-N	207.348    	7-(methylthio)heptyl-thiohydroximate	CSCCCCCCC(S)=NO
p-his-tRNAS			5'-phospho-ribonucleotide-[tRNAHis]	
p-his-tRNAS			a tRNAHis with a 5' phosphate group	
p-his-tRNAS			p-tRNAHis	
2-methylbutanoyl-LovF			(S)-2-methylbutanoyl-[2-methylbutanoate polyketide synthase]	
CPD-12199	InChIKey=VDDFXUMTXCQMFM-UGDQNKSBSA-J	927.663    	3S-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C1(=CC=C(O)C=C1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]
CPD-12199			3S-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA	
UDP-D-XYLOSE	InChIKey=DQQDLYVHOTZLOR-OCIMBMBZSA-L	534.263    	UDP-&alpha;-D-xylose	C3(OC(OP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))C(O)C(O)C(O)3)
CPDQT-414	InChIKey=VQXIERGSFOQSNS-UHFFFAOYSA-N	221.375    	8-(methylthio)octyl-thiohydroximate	CSCCCCCCCC(=NO)S
2-phospho-ligated-tRNA			a 2'-phospho-[ligated tRNA]	
2-phospho-ligated-tRNA			a tRNA with a 2'-phosphate	
CPD-12541	InChIKey=OVRNDRQMDRJTHS-PVFLNQBWSA-N	221.21    	N-acetyl-&alpha;-D-glucosamine	CC(=O)NC1(C(O)OC(CO)C(O)C(O)1)
poliovirus-polyprotein			poliovirus polyprotein	
CPD-13575	InChIKey=PQMCQNOVNFNPFJ-HYIMLASBSA-K	264.169    	2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	CC1(C(=CCOP([O-])(=O)[O-])SC(C(=O)[O-])N=1)
CPD-13575			cThz*-P	
CPD-13575			thiazole tautomer	
CPD-13575			(R,Z)-2-(2-carboxy-4-methylthiazol-5(2H)-ylidene)ethyl phosphate	
Non-Rhamonsylated-Rhamnosyl-Acceptors			a non rhamnosylated rhamnosyl acceptor	
Non-Rhamonsylated-Rhamnosyl-Acceptors			a non rhamnosylated rhamnosyl donor	
pppGp-his-tRNAs			5'-triphospho-guanosine-ribonucleotide-[tRNAHis]	
pppGp-his-tRNAs			pppGp-tRNAHis	
TRP	InChIKey=QIVBCDIJIAJPQS-VIFPVBQESA-N	204.228    	L-tryptophan	C2(NC1(C=CC=CC=1C(CC([N+])C(=O)[O-])=2))
TRP			trp	
TRP			W	
TRP			tryptacin	
TRP			trofan	
TRP			tryptophan	
TRP			2-amino-3-indolylpropanic acid	
TRP			L-trp	
NADH-P-OR-NOP			NAD(P)H	
NADH-P-OR-NOP			&beta;-NAD(P)H	
2-trans-4-cis-dienoyl-CoAs			a 2-trans-4-cis-dienoyl-CoA	
CPDQT-415	InChIKey=XVYHPPOLIATKBU-UHFFFAOYSA-N	235.402    	9-(methylthio)nonyl-thiohydroximate	CSCCCCCCCCC(S)=NO
TRP-tRNAs			a tRNAtrp	
TRP-tRNAs			TRNA(TRP)	
CPD-122	InChIKey=IWYDHOAUDWTVEP-ZETCQYMHSA-M	151.141    	(S)-mandelate	C(=O)(C(C1(C=CC=CC=1))O)[O-]
CPD-122			(S)-2-hydroxy-2-phenylacetic acid	
CPD-122			(S)-2-hydroxy-2-phenylacetate	
CPD-122			(S)-mandelic acid	
CPD-122			L--mandelate	
pyruvate-water-dikinase			a pyruvate,water dikinase	
CPDQT-416	InChIKey=WILLOUKDISBKTQ-KALKGZTMSA-N	341.437    	4-(methylthio)butyldesulfoglucosinolate	CSCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1)
pyruvate-water-dikinase-P			[a pyruvate, water dikinase]-phosphate	
CPD-12247	InChIKey=QLYOONKPELZQGZ-QWWZWVQMSA-N	161.157    	D-alanyl-D-lactate	CC([N+])C(OC(C)C(=O)[O-])=O
pyruvatekinasephosphate			a phosphorylated pyruvate kinase	
CPD-13576	InChIKey=XWECMAHAKFWYNV-UHFFFAOYSA-K	264.169    	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate	CC1(=C(CCOP([O-])(=O)[O-])SC(C(=O)[O-])=N1)
CPD-13576			cThz-P	
DIMETHYL-GLYCINE	InChIKey=FFDGPVCHZBVARC-UHFFFAOYSA-N	103.121    	dimethylglycine	C[N+](CC([O-])=O)C
DIMETHYL-GLYCINE			N,N-dimethylglycine	
GLUCOTROPEOLIN	InChIKey=QQGLQYQXUKHWPX-RFEZBLSLSA-M	408.417    	glucotropeolin	C(O)C2(C(O)C(O)C(O)C(SC(CC1(=CC=CC=C1))=NOS(=O)(=O)[O-])O2)
GLUCOTROPEOLIN			benzylglucosinolate	
GLUCOTROPEOLIN			glucotropaeolin	
CPDQT-417	InChIKey=RTWFLPZWHKDFBK-BXLHIMNRSA-N	369.49    	6-(methylthio)hexyldesulfoglucosinolate	CSCCCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1)
CPD-12258	InChIKey=FOEDSVRZGQIXSP-XSOIKTQOSA-K	1075.843    	UDP-N-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine	CC(C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC[N+])C(NC(C)C(=O)[O-])=O)NC(=O)C(C)OC1(C(O)C(CO)OC(C(NC(=O)C)1)OP(OP(OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))([O-])=O)([O-])=O)
CPD-12258			UDP-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala)	
CPD-12258			UDP-MurNAc-tetrapeptide	
CPDQT-418	InChIKey=HRWHFIDSPSFJJQ-MFIRQCQASA-N	383.517    	7-(methylthio)heptyldesulfoglucosinolate	CSCCCCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1)
CPDQT-419	InChIKey=JXHZTRXZIXRIDX-STPBKMPXSA-N	397.544    	8-(methylthio)octyldesulfoglucosinolate	CSCCCCCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1)
CPD-14667	InChIKey=RTAGLZBJCCVJET-WJPPSLFASA-I	1160.561    	pppA2'p5'A2'p5'A	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])C3(C(C(C(N2(C=NC1(=C(N)[N+]=CN=C12)))O3)OP([O-])(=O)OCC6(C(C(C(N5(C=NC4(=C(N)N=CN=C45)))O6)OP([O-])(=O)OCC9(C(C(C(N8(C=NC7(=C(N)N=CN=C78)))O9)O)O))O))O)
CPD-14667			adenosine triphosphate adenosine monophosphate adenosine monophosphate	
CPD-13578	InChIKey=OZOHTVFCSKFMLL-UHFFFAOYSA-O	139.18    	aminomethylpyrimidine	CC1(=NC(=C(C[N+])C=N1)N)
CPD-13578			4-amino-5-aminomethyl-2-methylpyrimidine	
CPD-13578			2-methyl-4-amino-5-aminomethylpyrimidine	
Inulin			an inulin	
Inulin			a [1-&beta;-D-fructofuranosyl-(2->1)n--&alpha;-D-glucopyranoside	
Inulin			a (2,1-&beta;-D-fructan)	
POLY-CIS-POLYPRENYL-DIPHOSPHATE			a poly-cis-polyprenyldiphosphate	
POLY-CIS-POLYPRENYL-DIPHOSPHATE			a poly-cis-polyprenyl diphosphate(n)	
CPD-12575	InChIKey=HSCJRCZFDFQWRP-JZMIEXBBSA-L	564.289    	UDP-&alpha;-D-glucose	C(O)C1(C(O)C(O)C(O)C(O1)OP(OP(=O)([O-])OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))([O-])=O)
CPD-12575			UDPG	
CPD-12575			UDP-glucose	
CPD-12575			UDP-D-glucose	
CPD-12279	InChIKey=TVMUHOAONWHJBV-UHFFFAOYSA-M	72.043    	2-iminoacetate	C(=O)([O-])C=N
CPD-12279			iminoacetic acid	
CPD-12279			dehydroglycine	
CPD-12279			iminoacetate	
BISOHMYR-GLC	InChIKey=HLDJGHAAKRKPAV-QDORLFPLSA-L	1323.726    	lipid A disaccharide	CCCCCCCCCCCC(O)CC(=O)NC2(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(CO)C(C2OC(CC(O)CCCCCCCCCCC)=O)O)
BISOHMYR-GLC			2,3-bis-(3-hydroxytetradecanoyl)-&beta;-D-glucosaminyl-(&beta;-D-1,6)-2,3-bis-(3-hydroxytetradecanoyl)-&alpha;-D-glucosaminyl-1-phosphate	
BISOHMYR-GLC			2,3-bis(3-hydroxymyristoyl)-&beta;-D-glucosaminyl-1,6-&beta;-D-2,3-bis(3-hydroxymyristoyl)-&alpha;-D-glucosaminyl 1-phosphate	
BISOHMYR-GLC			2'-3'-diacyl-GlcN(&beta;-1'-6)2,3-diacyl-GlcN-1-P	
BISOHMYR-GLC			2,3,2',3'-tetrakis(3-hydroxymyristoyl)-D-glucosaminyl-1,6-&alpha;-D-glucosamine 1-phosphate	
BISOHMYR-GLC			2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-&beta;-D-2,3-bis(3-hydroxytetradecanoyl)-&alpha;-D-glucosaminyl 1-phosphate	
BISOHMYR-GLC			[2-N,3-O-bis(3-hydroxytetradecanoyl)-&beta;-D-glucosaminyl]-(1 -> 6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-&alpha;-D-glucosaminyl phosphate]	
BISOHMYR-GLC			tetraacyldisaccharide-1-phosphate	
CPD-14673	InChIKey=ACRWYXSKEHUQDB-UHFFFAOYSA-N	131.177    	3-phenylpropionitrile	C(#N)CCC1(C=CC=CC=1)
CPD-14673			benzenepropanenitrile	
CPD-14673			2-phenylethyl cyanide	
CPD-14673			3-phenylpropanonitril	
UDP-GLUCURONATE	InChIKey=HDYANYHVCAPMJV-LXQIFKJMSA-K	577.265    	UDP-&alpha;-D-glucuronate	C(C1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))OP(=O)([O-])OP(=O)([O-])OC3(OC(C([O-])=O)C(O)C(O)C(O)3)
UDP-GLUCURONATE			(UDP-GlcA)1	
UDP-GLUCURONATE			UDP-D-glucuronic acid	
UDP-GLUCURONATE			UDP-glucuronic acid	
UDP-GLUCURONATE			udp-glcua	
UDP-GLUCURONATE			UDP-glucuronate	
UDP-GLUCURONATE			uridine diphosphate glucuronate	
UDP-GLUCURONATE			uridine diphosphate glucuronic acid	
UDP-GLUCURONATE			UDP-D-glucuronate	
BISOHMYR-GLUCOSAMINYL-1P	InChIKey=HEHQDWUWJVPREQ-XQJZMFRCSA-L	709.853    	2,3-bis[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosaminyl 1-phosphate	CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP([O-])(=O)[O-])CO)O)OC(CC(CCCCCCCCCCC)O)=O))=O)O
BISOHMYR-GLUCOSAMINYL-1P			2,3-bis(3-hydroxytetradecanoyl)-&alpha;-D-glucosaminyl 1-phosphate	
BISOHMYR-GLUCOSAMINYL-1P			2,3-bis(&beta;-hydroxymyristoyl)-&alpha;-D-glucosaminyl 1-phosphate	
BISOHMYR-GLUCOSAMINYL-1P			lipid X	
BISOHMYR-GLUCOSAMINYL-1P			2,3-bis(3-hydroxymyristoyl)-&alpha;-D-glucosaminyl 1-phosphate	
POLY-GLUCOSYLATED-GLYCOGENINS			a glucosylated glycogenin	
POLY-GLUCOSYLATED-GLYCOGENINS			(1,4-&alpha;-D-glucosyl)(n) glycogenin	
POLY-GLUCOSYLATED-GLYCOGENINS			(1,4-&alpha;-D-glucosyl)(n+1) glycogenin	
POLY-GLUCOSYLATED-GLYCOGENINS			(1,4-&alpha;-D-glucosyl)(n-1) glycogenin	
CPD-13604	InChIKey=SNXJMSVHWSIWAN-DAWATQQYSA-N	191.245    	homoisoalliin	CCC=CS(=O)CC([N+])C(=O)[O-]
CPD-13604			(E)-S-(1-butenyl) cysteine S-oxide	
