gene	organism	chromosome	start	end
At1g77260	Arabidopsis thaliana	Chr1	29023771	29026957	
At1g35255	Arabidopsis thaliana	Chr1	12935646	12936553	
At1g64405	Arabidopsis thaliana	Chr1	23923731	23924336	
At1g35250	Arabidopsis thaliana	Chr1	12932940	12934479	
At1g64400	Arabidopsis thaliana	Chr1	23915597	23919783	
At3g48820	Arabidopsis thaliana	Chr3	18099728	18102911	
At1g13990	Arabidopsis thaliana	Chr1	4794755	4796594	
At1g17470	Arabidopsis thaliana	Chr1	6002911	6006405	
At1g28120	Arabidopsis thaliana	Chr1	9812958	9815544	
At2g20060	Arabidopsis thaliana	Chr2	8659042	8661489	
At2g15400	Arabidopsis thaliana	Chr2	6712935	6714586	
At4g14301	Arabidopsis thaliana	Chr4	8233763	8234227	
At4g14300	Arabidopsis thaliana	Chr4	8231016	8233491	
At4g34630	Arabidopsis thaliana	Chr4	16536864	16537746	
At4g14305	Arabidopsis thaliana	Chr4	8235092	8236715	
At1g29830	Arabidopsis thaliana	Chr1	10441052	10445657	
At1g49900	Arabidopsis thaliana	Chr1	18473907	18477643	
At2g17930	Arabidopsis thaliana	Chr2	7784287	7802230	
At4g39000	Arabidopsis thaliana	Chr4	18171721	18173797	
At2g19950	Arabidopsis thaliana	Chr2	8616072	8621435	
At3g63000	Arabidopsis thaliana	Chr3	23283608	23285540	
At5g38050	Arabidopsis thaliana	Chr5	15187518	15188783	
At5g65500	Arabidopsis thaliana	Chr5	26181092	26183997	
At4g25930	Arabidopsis thaliana	Chr4	13168126	13169393	
At1g23720	Arabidopsis thaliana	Chr1	8388654	8391540	
At1g23724	Arabidopsis thaliana	Chr1	8393186	8393330	
At3g23310	Arabidopsis thaliana	Chr3	8338899	8343632	
At1g52790	Arabidopsis thaliana	Chr1	19662193	19663301	
At5g22050	Arabidopsis thaliana	Chr5	7301230	7303418	
At5g61120	Arabidopsis thaliana	Chr5	24582302	24585806	
At4g01250	Arabidopsis thaliana	Chr4	522603	524216	
At3g11150	Arabidopsis thaliana	Chr3	3492866	3494653	
At1g21760	Arabidopsis thaliana	Chr1	7649193	7651816	
At3g22950	Arabidopsis thaliana	Chr3	8136181	8138084	
At1g12640	Arabidopsis thaliana	Chr1	4303311	4305798	
At1g23890	Arabidopsis thaliana	Chr1	8438899	8440866	
At3g26240	Arabidopsis thaliana	Chr3	9603888	9607192	
At2g27590	Arabidopsis thaliana	Chr2	11777553	11779851	
At1g11590	Arabidopsis thaliana	Chr1	3892579	3894677	
At1g11593	Arabidopsis thaliana	Chr1	3898001	3898609	
At2g22510	Arabidopsis thaliana	Chr2	9569025	9569758	
At1g10640	Arabidopsis thaliana	Chr1	3515364	3517888	
At3g49880	Arabidopsis thaliana	Chr3	18496248	18498713	
At3g14520	Arabidopsis thaliana	Chr3	4875747	4878336	
At5g02710	Arabidopsis thaliana	Chr5	612569	614499	
At1g15030	Arabidopsis thaliana	Chr1	5177528	5180049	
At5g37280	Arabidopsis thaliana	Chr5	14761274	14761925	
At4g14870	Arabidopsis thaliana	Chr4	8517191	8517902	
At5g40030	Arabidopsis thaliana	Chr5	16026226	16028283	
At4g18140	Arabidopsis thaliana	Chr4	10046574	10049394	
At2g27040	Arabidopsis thaliana	Chr2	11536533	11542357	
At3g50000	Arabidopsis thaliana	Chr3	18534458	18536970	
At5g04710	Arabidopsis thaliana	Chr5	1356989	1360247	
At2g24580	Arabidopsis thaliana	Chr2	10444789	10446242	
At2g11890	Arabidopsis thaliana	Chr2	4802792	4804358	
At2g11891	Arabidopsis thaliana	Chr2	4804390	4804558	
At4g16430	Arabidopsis thaliana	Chr4	9267259	9269178	
At3g17261	Arabidopsis thaliana	Chr3	5898001	5898109	
At5g19310	Arabidopsis thaliana	Chr5	6498778	6503432	
At5g27260	Arabidopsis thaliana	Chr5	9603942	9604930	
At5g58120	Arabidopsis thaliana	Chr5	23517491	23521067	
At3g46680	Arabidopsis thaliana	Chr3	17195317	17196743	
At5g63710	Arabidopsis thaliana	Chr5	25499413	25502798	
At3g15430	Arabidopsis thaliana	Chr3	5209019	5211745	
At1g04170	Arabidopsis thaliana	Chr1	1096945	1099898	
At1g04171	Arabidopsis thaliana	Chr1	1100443	1100608	
At3g27110	Arabidopsis thaliana	Chr3	9997894	10000230	
At3g14380	Arabidopsis thaliana	Chr3	4802951	4803811	
At3g10600	Arabidopsis thaliana	Chr3	3313968	3317162	
At5g24430	Arabidopsis thaliana	Chr5	8339143	8343102	
At1g01520	Arabidopsis thaliana	Chr1	190595	192139	
At1g08290	Arabidopsis thaliana	Chr1	2609995	2613242	
At5g23010	Arabidopsis thaliana	Chr5	7703091	7706896	
At5g37860	Arabidopsis thaliana	Chr5	15069577	15070555	
At5g58250	Arabidopsis thaliana	Chr5	23559473	23560513	
At1g53541	Arabidopsis thaliana	Chr1	19981384	19981495	
At1g53540	Arabidopsis thaliana	Chr1	19980461	19981109	
At1g53543	Arabidopsis thaliana	Chr1	19981968	19982124	
At1g15690	Arabidopsis thaliana	Chr1	5398989	5402519	
At3g46530	Arabidopsis thaliana	Chr3	17130366	17133338	
At3g13550	Arabidopsis thaliana	Chr3	4423348	4424883	
At1g14340	Arabidopsis thaliana	Chr1	4897345	4898961	
At1g61120	Arabidopsis thaliana	Chr1	22523636	22528811	
At1g14345	Arabidopsis thaliana	Chr1	4899144	4899979	
At1g13690	Arabidopsis thaliana	Chr1	4693288	4694410	
At1g08125	Arabidopsis thaliana	Chr1	2539613	2542334	
At1g08120	Arabidopsis thaliana	Chr1	2538614	2539661	
At2g20805	Arabidopsis thaliana	Chr2	8956168	8956737	
At2g34520	Arabidopsis thaliana	Chr2	14547783	14548758	
At1g15960	Arabidopsis thaliana	Chr1	5481664	5485082	
At5g18040	Arabidopsis thaliana	Chr5	5972418	5974156	
At4g17740	Arabidopsis thaliana	Chr4	9866976	9869752	
At1g80610	Arabidopsis thaliana	Chr1	30300732	30304033	
At5g24790	Arabidopsis thaliana	Chr5	8512041	8513164	
At1g44414	Arabidopsis thaliana	Chr1	16847780	16848086	
At1g18510	Arabidopsis thaliana	Chr1	6373294	6374090	
At5g66970	Arabidopsis thaliana	Chr5	26740444	26741125	
At5g41920	Arabidopsis thaliana	Chr5	16779748	16781245	
At4g27640	Arabidopsis thaliana	Chr4	13797657	13803063	
At3g06250	Arabidopsis thaliana	Chr3	1888835	1892775	
At3g52330	Arabidopsis thaliana	Chr3	19404954	19406207	
At2g16810	Arabidopsis thaliana	Chr2	7287411	7288945	
At3g61090	Arabidopsis thaliana	Chr3	22609039	22609822	
At3g43480	Arabidopsis thaliana	Chr3	15393977	15394463	
At2g25355	Arabidopsis thaliana	Chr2	10801277	10803722	
At5g24240	Arabidopsis thaliana	Chr5	8230941	8234150	
At2g25350	Arabidopsis thaliana	Chr2	10797598	10800756	
At1g55265	Arabidopsis thaliana	Chr1	20617312	20618005	
At1g55260	Arabidopsis thaliana	Chr1	20614632	20616435	
At3g12600	Arabidopsis thaliana	Chr3	4004511	4006198	
At1g66470	Arabidopsis thaliana	Chr1	24795213	24796988	
At1g66475	Arabidopsis thaliana	Chr1	24801610	24801754	
At1g03960	Arabidopsis thaliana	Chr1	1013714	1017929	
At5g20540	Arabidopsis thaliana	Chr5	6947842	6952038	
At3g17120	Arabidopsis thaliana	Chr3	5841095	5843485	
At1g02380	Arabidopsis thaliana	Chr1	476999	478971	
At2g31320	Arabidopsis thaliana	Chr2	13353820	13359728	
At3g57860	Arabidopsis thaliana	Chr3	21426313	21428253	
At3g61540	Arabidopsis thaliana	Chr3	22773385	22775827	
At3g44590	Arabidopsis thaliana	Chr3	16163849	16164931	
At1g09450	Arabidopsis thaliana	Chr1	3049023	3053112	
At3g16830	Arabidopsis thaliana	Chr3	5731533	5737772	
At3g48450	Arabidopsis thaliana	Chr3	17944028	17944888	
At1g17860	Arabidopsis thaliana	Chr1	6149300	6150038	
At1g13520	Arabidopsis thaliana	Chr1	4631777	4633248	
At2g25970	Arabidopsis thaliana	Chr2	11071650	11075669	
At1g55880	Arabidopsis thaliana	Chr1	20898897	20901183	
At3g55646	Arabidopsis thaliana	Chr3	20644895	20646655	
At2g24000	Arabidopsis thaliana	Chr2	10209474	10214042	
At4g30320	Arabidopsis thaliana	Chr4	14835832	14836318	
At4g24600	Arabidopsis thaliana	Chr4	12699985	12700478	
At1g03380	Arabidopsis thaliana	Chr1	835784	840940	
At1g09980	Arabidopsis thaliana	Chr1	3256244	3261614	
At5g25110	Arabidopsis thaliana	Chr5	8657625	8659322	
At5g01670	Arabidopsis thaliana	Chr5	251977	253960	
At5g05590	Arabidopsis thaliana	Chr5	1666470	1668352	
At3g18960	Arabidopsis thaliana	Chr3	6542508	6543676	
At5g05598	Arabidopsis thaliana	Chr5	1671811	1672062	
At4g13110	Arabidopsis thaliana	Chr4	7641377	7642598	
At1g58450	Arabidopsis thaliana	Chr1	21718013	21718916	
At5g06020	Arabidopsis thaliana	Chr5	1811937	1812393	
At3g49410	Arabidopsis thaliana	Chr3	18324745	18329191	
At4g14465	Arabidopsis thaliana	Chr4	8320629	8322201	
At5g64600	Arabidopsis thaliana	Chr5	25825166	25828185	
At3g62010	Arabidopsis thaliana	Chr3	22964676	22971384	
At1g03030	Arabidopsis thaliana	Chr1	701477	703864	
At2g40160	Arabidopsis thaliana	Chr2	16777389	16779408	
At3g03370	Arabidopsis thaliana	Chr3	797253	799148	
At1g30630	Arabidopsis thaliana	Chr1	10858297	10860261	
At5g59150	Arabidopsis thaliana	Chr5	23876585	23878429	
At5g20890	Arabidopsis thaliana	Chr5	7086652	7090081	
At5g44870	Arabidopsis thaliana	Chr5	18114665	18118608	
Atcg00420	Arabidopsis thaliana	Chrc	48676	49153	
At5g58280	Arabidopsis thaliana	Chr5	23567337	23568670	
At1g70380	Arabidopsis thaliana	Chr1	26526211	26527345	
At1g78150	Arabidopsis thaliana	Chr1	29404879	29406374	
At3g44805	Arabidopsis thaliana	Chr3	16350394	16351437	
At4g23550	Arabidopsis thaliana	Chr4	12291819	12293096	
At2g32140	Arabidopsis thaliana	Chr2	13655626	13657175	
At1g74860	Arabidopsis thaliana	Chr1	28123318	28125882	
At5g61750	Arabidopsis thaliana	Chr5	24812803	24813436	
At4g31050	Arabidopsis thaliana	Chr4	15114249	15115633	
At4g24640	Arabidopsis thaliana	Chr4	12717787	12719017	
At1g75400	Arabidopsis thaliana	Chr1	28296918	28299686	
At1g04260	Arabidopsis thaliana	Chr1	1140527	1141365	
At5g53160	Arabidopsis thaliana	Chr5	21560717	21562260	
At4g36580	Arabidopsis thaliana	Chr4	17257944	17260775	
Atmg00630	Arabidopsis thaliana	Chrm	183110	183443	
At4g33560	Arabidopsis thaliana	Chr4	16135399	16135914	
At3g46940	Arabidopsis thaliana	Chr3	17288193	17288952	
At4g33565	Arabidopsis thaliana	Chr4	16136748	16138201	
At3g03990	Arabidopsis thaliana	Chr3	1033767	1034906	
At5g61830	Arabidopsis thaliana	Chr5	24837156	24838970	
At5g57887	Arabidopsis thaliana	Chr5	23446720	23447249	
At5g57880	Arabidopsis thaliana	Chr5	23443976	23447244	
At4g31580	Arabidopsis thaliana	Chr4	15306653	15308347	
At3g18030	Arabidopsis thaliana	Chr3	6167639	6168948	
Atmg01130	Arabidopsis thaliana	Chrm	289196	289517	
At3g18035	Arabidopsis thaliana	Chr3	6169089	6171724	
At4g20600	Arabidopsis thaliana	Chr4	11071439	11073788	
At3g51010	Arabidopsis thaliana	Chr3	18946697	18948157	
At3g04340	Arabidopsis thaliana	Chr3	1146799	1153341	
At5g15860	Arabidopsis thaliana	Chr5	5178504	5181383	
At1g41820	Arabidopsis thaliana	Chr1	15582422	15585143	
At5g11360	Arabidopsis thaliana	Chr5	3625569	3626700	
At3g50760	Arabidopsis thaliana	Chr3	18868064	18869384	
At4g33690	Arabidopsis thaliana	Chr4	16174817	16176253	
At4g22600	Arabidopsis thaliana	Chr4	11900210	11901032	
At2g33233	Arabidopsis thaliana	Chr2	14083029	14083614	
At2g33230	Arabidopsis thaliana	Chr2	14080410	14081971	
At3g59570	Arabidopsis thaliana	Chr3	22000831	22006056	
At1g01950	Arabidopsis thaliana	Chr1	325378	330619	
At3g57080	Arabidopsis thaliana	Chr3	21125856	21127636	
At3g21170	Arabidopsis thaliana	Chr3	7419975	7421160	
At3g01260	Arabidopsis thaliana	Chr3	80175	82005	
At3g21175	Arabidopsis thaliana	Chr3	7422035	7424905	
At4g03630	Arabidopsis thaliana	Chr4	1608749	1610037	
At1g63530	Arabidopsis thaliana	Chr1	23563314	23565555	
At5g57260	Arabidopsis thaliana	Chr5	23198636	23200318	
At1g73120	Arabidopsis thaliana	Chr1	27497185	27497950	
At5g54470	Arabidopsis thaliana	Chr5	22114303	22115472	
At1g68400	Arabidopsis thaliana	Chr1	25646038	25648946	
At1g72830	Arabidopsis thaliana	Chr1	27405460	27407969	
At3g04960	Arabidopsis thaliana	Chr3	1373687	1375850	
At5g23970	Arabidopsis thaliana	Chr5	8096289	8097660	
At5g17520	Arabidopsis thaliana	Chr5	5772582	5775345	
At3g58190	Arabidopsis thaliana	Chr3	21548483	21549558	
At4g36050	Arabidopsis thaliana	Chr4	17051981	17055059	
At5g02500	Arabidopsis thaliana	Chr5	553744	556442	
Atmg01275	Arabidopsis thaliana	Chrm	318003	318390	
Atmg01270	Arabidopsis thaliana	Chrm	314626	315073	
At5g10090	Arabidopsis thaliana	Chr5	3153721	3155745	
At3g56680	Arabidopsis thaliana	Chr3	20991279	20993677	
At4g32770	Arabidopsis thaliana	Chr4	15804913	15807982	
At2g29045	Arabidopsis thaliana	Chr2	12476371	12477107	
At5g63150	Arabidopsis thaliana	Chr5	25330188	25330844	
At3g58220	Arabidopsis thaliana	Chr3	21564449	21566482	
At2g42850	Arabidopsis thaliana	Chr2	17831654	17833432	
At1g47870	Arabidopsis thaliana	Chr1	17634787	17637770	
At2g40980	Arabidopsis thaliana	Chr2	17102089	17104802	
At3g56350	Arabidopsis thaliana	Chr3	20893945	20895625	
At3g09870	Arabidopsis thaliana	Chr3	3027423	3027957	
At5g43990	Arabidopsis thaliana	Chr5	17697888	17702005	
At1g32540	Arabidopsis thaliana	Chr1	11767503	11769880	
At1g56210	Arabidopsis thaliana	Chr1	21035617	21037211	
At1g62160	Arabidopsis thaliana	Chr1	22972351	22973303	
At1g63690	Arabidopsis thaliana	Chr1	23618377	23622396	
At2g38760	Arabidopsis thaliana	Chr2	16200993	16202669	
At4g02270	Arabidopsis thaliana	Chr4	992174	993038	
At3g55250	Arabidopsis thaliana	Chr3	20479288	20480634	
At1g48690	Arabidopsis thaliana	Chr1	18009056	18009989	
At2g30150	Arabidopsis thaliana	Chr2	12874705	12876122	
At2g35300	Arabidopsis thaliana	Chr2	14862900	14863387	
At4g31870	Arabidopsis thaliana	Chr4	15410204	15411617	
At3g29000	Arabidopsis thaliana	Chr3	11005778	11006414	
At4g31875	Arabidopsis thaliana	Chr4	15411700	15412289	
At1g69460	Arabidopsis thaliana	Chr1	26111808	26113243	
At3g05040	Arabidopsis thaliana	Chr3	1401270	1408197	
At1g78960	Arabidopsis thaliana	Chr1	29696469	29701263	
At1g77710	Arabidopsis thaliana	Chr1	29206634	29208145	
At4g38510	Arabidopsis thaliana	Chr4	18011116	18015171	
At2g28390	Arabidopsis thaliana	Chr2	12139579	12143465	
At1g44990	Arabidopsis thaliana	Chr1	17007541	17007808	
At5g55132	Arabidopsis thaliana	Chr5	22378905	22379548	
At5g55130	Arabidopsis thaliana	Chr5	22373179	22376086	
At5g55131	Arabidopsis thaliana	Chr5	22376582	22376989	
At4g39640	Arabidopsis thaliana	Chr4	18399954	18402963	
At1g71710	Arabidopsis thaliana	Chr1	26973566	26976831	
At1g48520	Arabidopsis thaliana	Chr1	17940099	17942822	
At4g05136	Arabidopsis thaliana	Chr4	2649682	2649898	
At5g53990	Arabidopsis thaliana	Chr5	21915549	21917149	
At4g05130	Arabidopsis thaliana	Chr4	2636874	2638965	
At2g28020	Arabidopsis thaliana	Chr2	11933701	11934060	
At4g34340	Arabidopsis thaliana	Chr4	16426638	16428010	
At1g64640	Arabidopsis thaliana	Chr1	24022284	24023196	
At1g55740	Arabidopsis thaliana	Chr1	20835365	20838778	
At4g04840	Arabidopsis thaliana	Chr4	2449559	2451589	
At5g61440	Arabidopsis thaliana	Chr5	24707499	24708893	
At1g65590	Arabidopsis thaliana	Chr1	24385899	24391207	
At3g07080	Arabidopsis thaliana	Chr3	2241035	2243124	
At1g45110	Arabidopsis thaliana	Chr1	17052533	17054792	
At2g41350	Arabidopsis thaliana	Chr2	17231340	17233458	
At2g44180	Arabidopsis thaliana	Chr2	18269242	18271860	
At2g36650	Arabidopsis thaliana	Chr2	15359914	15361328	
At3g02100	Arabidopsis thaliana	Chr3	368839	370484	
At5g56330	Arabidopsis thaliana	Chr5	22813767	22816162	
At1g63340	Arabidopsis thaliana	Chr1	23491881	23494019	
At5g44290	Arabidopsis thaliana	Chr5	17840423	17843678	
At3g24315	Arabidopsis thaliana	Chr3	8820454	8822820	
At2g07280	Arabidopsis thaliana	Chr2	3026397	3029353	
At3g07550	Arabidopsis thaliana	Chr3	2409476	2411294	
At4g01720	Arabidopsis thaliana	Chr4	744920	748554	
At1g34050	Arabidopsis thaliana	Chr1	12393494	12396006	
At1g10400	Arabidopsis thaliana	Chr1	3414851	3416358	
At1g30570	Arabidopsis thaliana	Chr1	10828932	10831482	
At3g09550	Arabidopsis thaliana	Chr3	2931864	2934354	
At4g34960	Arabidopsis thaliana	Chr4	16648604	16650897	
At2g18550	Arabidopsis thaliana	Chr2	8049662	8051213	
At4g04260	Arabidopsis thaliana	Chr4	2054635	2055849	
At3g51057	Arabidopsis thaliana	Chr3	18962792	18962897	
At5g03020	Arabidopsis thaliana	Chr5	707256	708396	
At5g52640	Arabidopsis thaliana	Chr5	21352398	21355361	
At4g30040	Arabidopsis thaliana	Chr4	14685601	14686885	
At2g47980	Arabidopsis thaliana	Chr2	19631258	19636978	
At5g04550	Arabidopsis thaliana	Chr5	1303179	1306116	
At5g08670	Arabidopsis thaliana	Chr5	2818116	2821176	
At5g19550	Arabidopsis thaliana	Chr5	6598016	6601819	
At4g10457	Arabidopsis thaliana	Chr4	6466899	6467270	
At5g54770	Arabidopsis thaliana	Chr5	22246591	22248332	
At4g16630	Arabidopsis thaliana	Chr4	9361983	9366748	
At5g40660	Arabidopsis thaliana	Chr5	16283507	16285326	
At1g35900	Arabidopsis thaliana	Chr1	13347503	13348433	
At5g15410	Arabidopsis thaliana	Chr5	5003306	5006882	
At4g11170	Arabidopsis thaliana	Chr4	6811126	6817130	
At4g11175	Arabidopsis thaliana	Chr4	6818086	6819042	
At3g60940	Arabidopsis thaliana	Chr3	22521445	22523700	
At2g05410	Arabidopsis thaliana	Chr2	1976917	1978553	
At2g03150	Arabidopsis thaliana	Chr2	951932	959188	
At4g16180	Arabidopsis thaliana	Chr4	9165272	9170435	
At1g24480	Arabidopsis thaliana	Chr1	8676359	8677159	
At5g16850	Arabidopsis thaliana	Chr5	5538179	5543543	
At5g19880	Arabidopsis thaliana	Chr5	6720383	6722475	
At1g24485	Arabidopsis thaliana	Chr1	8678857	8681894	
At3g09010	Arabidopsis thaliana	Chr3	2749952	2752276	
At1g62900	Arabidopsis thaliana	Chr1	23297719	23298682	
At2g02820	Arabidopsis thaliana	Chr2	804173	807208	
At2g35680	Arabidopsis thaliana	Chr2	14996712	14999085	
At1g24735	Arabidopsis thaliana	Chr1	8757863	8759645	
At1g33080	Arabidopsis thaliana	Chr1	11985706	11990482	
At3g20340	Arabidopsis thaliana	Chr3	7092899	7093501	
At3g25190	Arabidopsis thaliana	Chr3	9174456	9175776	
At5g41520	Arabidopsis thaliana	Chr5	16609152	16610692	
At4g17585	Arabidopsis thaliana	Chr4	9792522	9793259	
At5g53200	Arabidopsis thaliana	Chr5	21582773	21584145	
At5g18680	Arabidopsis thaliana	Chr5	6228164	6230537	
At4g17580	Arabidopsis thaliana	Chr4	9789788	9791145	
At4g18550	Arabidopsis thaliana	Chr4	10224920	10226862	
At5g53205	Arabidopsis thaliana	Chr5	21585597	21585774	
At1g25280	Arabidopsis thaliana	Chr1	8863776	8866805	
At3g60360	Arabidopsis thaliana	Chr3	22312257	22314400	
At1g61450	Arabidopsis thaliana	Chr1	22673258	22673993	
At1g73820	Arabidopsis thaliana	Chr1	27755511	27757211	
At2g05120	Arabidopsis thaliana	Chr2	1841908	1846858	
At5g04080	Arabidopsis thaliana	Chr5	1104704	1105388	
At1g19910	Arabidopsis thaliana	Chr1	6913228	6914594	
At2g20390	Arabidopsis thaliana	Chr2	8796340	8798194	
At1g67855	Arabidopsis thaliana	Chr1	25442255	25442876	
At1g67856	Arabidopsis thaliana	Chr1	25442403	25443019	
At1g67850	Arabidopsis thaliana	Chr1	25437899	25442142	
At1g26390	Arabidopsis thaliana	Chr1	9130016	9131779	
At2g17305	Arabidopsis thaliana	Chr2	7527675	7529210	
At1g18060	Arabidopsis thaliana	Chr1	6211872	6213444	
At2g17300	Arabidopsis thaliana	Chr2	7522400	7523033	
At2g01420	Arabidopsis thaliana	Chr2	180104	183328	
At1g22880	Arabidopsis thaliana	Chr1	8095501	8097709	
At1g22882	Arabidopsis thaliana	Chr1	8098766	8101351	
At1g22885	Arabidopsis thaliana	Chr1	8101592	8102258	
At3g52680	Arabidopsis thaliana	Chr3	19527028	19529013	
At2g45290	Arabidopsis thaliana	Chr2	18672681	18675906	
At3g13820	Arabidopsis thaliana	Chr3	4549615	4550863	
At2g43840	Arabidopsis thaliana	Chr2	18157637	18159175	
At5g45973	Arabidopsis thaliana	Chr5	18646927	18647038	
At2g22890	Arabidopsis thaliana	Chr2	9742392	9743347	
At2g12480	Arabidopsis thaliana	Chr2	5069589	5072533	
At5g49950	Arabidopsis thaliana	Chr5	20319732	20323616	
At3g21430	Arabidopsis thaliana	Chr3	7544627	7553579	
At1g33265	Arabidopsis thaliana	Chr1	12066594	12068075	
At3g26420	Arabidopsis thaliana	Chr3	9671516	9676005	
At2g07701	Arabidopsis thaliana	Chr2	3371831	3372152	
At4g19200	Arabidopsis thaliana	Chr4	10498875	10500722	
At2g07702	Arabidopsis thaliana	Chr2	3372696	3373155	
At2g07705	Arabidopsis thaliana	Chr2	3380743	3380944	
At1g26640	Arabidopsis thaliana	Chr1	9207387	9209902	
At2g07706	Arabidopsis thaliana	Chr2	3381900	3386102	
At2g07708	Arabidopsis thaliana	Chr2	3386850	3388033	
At1g66100	Arabidopsis thaliana	Chr1	24605670	24606537	
At1g22770	Arabidopsis thaliana	Chr1	8061843	8067716	
At1g33330	Arabidopsis thaliana	Chr1	12084950	12086528	
At1g13320	Arabidopsis thaliana	Chr1	4563475	4567750	
At2g30290	Arabidopsis thaliana	Chr2	12912518	12915912	
At4g00005	Arabidopsis thaliana	Chr4	1179	1536	
At1g32060	Arabidopsis thaliana	Chr1	11532532	11534639	
At3g55480	Arabidopsis thaliana	Chr3	20566247	20571248	
At2g21270	Arabidopsis thaliana	Chr2	9107565	9110261	
At5g01070	Arabidopsis thaliana	Chr5	25093	25799	
At5g05750	Arabidopsis thaliana	Chr5	1727428	1728933	
At2g13680	Arabidopsis thaliana	Chr2	5694397	5706134	
At5g01075	Arabidopsis thaliana	Chr5	26847	27449	
At4g37080	Arabidopsis thaliana	Chr4	17473271	17476952	
At5g06220	Arabidopsis thaliana	Chr5	1879936	1885643	
At1g67940	Arabidopsis thaliana	Chr1	25477669	25478803	
At4g38250	Arabidopsis thaliana	Chr4	17935401	17937068	
At5g39400	Arabidopsis thaliana	Chr5	15766036	15768244	
At1g27110	Arabidopsis thaliana	Chr1	9412819	9417504	
At5g47490	Arabidopsis thaliana	Chr5	19264674	19270800	
At2g13350	Arabidopsis thaliana	Chr2	5536391	5537881	
At3g27770	Arabidopsis thaliana	Chr3	10285656	10287775	
At2g45440	Arabidopsis thaliana	Chr2	18730839	18733015	
At4g13460	Arabidopsis thaliana	Chr4	7824033	7826960	
At4g37550	Arabidopsis thaliana	Chr4	17643569	17645830	
At1g51430	Arabidopsis thaliana	Chr1	19068240	19069776	
At1g28590	Arabidopsis thaliana	Chr1	10047275	10049300	
At5g43380	Arabidopsis thaliana	Chr5	17420047	17421982	
At4g14110	Arabidopsis thaliana	Chr4	8132885	8134920	
At4g26990	Arabidopsis thaliana	Chr4	13550905	13554386	
At1g53366	Arabidopsis thaliana	Chr1	19909839	19909977	
At1g53360	Arabidopsis thaliana	Chr1	19907516	19908548	
At5g21920	Arabidopsis thaliana	Chr5	7241200	7242813	
At3g16500	Arabidopsis thaliana	Chr3	5612499	5614410	
At3g12880	Arabidopsis thaliana	Chr3	4095534	4096236	
Atmg00010	Arabidopsis thaliana	Chrm	272	734	
At1g57870	Arabidopsis thaliana	Chr1	21431050	21436103	
At5g49590	Arabidopsis thaliana	Chr5	20128735	20129554	
At1g13810	Arabidopsis thaliana	Chr1	4734035	4735389	
At5g43030	Arabidopsis thaliana	Chr5	17258990	17260685	
At3g25430	Arabidopsis thaliana	Chr3	9221185	9223770	
At3g49250	Arabidopsis thaliana	Chr3	18258260	18260998	
