gene	organism	chromosome	start	end
Bra000236	Brassica rapa	A03	10092906	10104722	C
Bra000235	Brassica rapa	A03	10091248	10092439	C
Bra000234	Brassica rapa	A03	10084947	10087601	C
Bra000239	Brassica rapa	A03	10118820	10120001	C
Bra000238	Brassica rapa	A03	10110481	10115826	C
Bra041151	Brassica rapa	Scaffold001461	417	644	C
Bra041150	Brassica rapa	Scaffold001267	486	1035	C
Bra041153	Brassica rapa	Scaffold001542	54	797	C
Bra041152	Brassica rapa	Scaffold001467	8	358	C
Bra041155	Brassica rapa	Scaffold001723	39	676	C
Bra041154	Brassica rapa	Scaffold001545	441	836	C
Bra034899	Brassica rapa	A08	5519313	5525120	C
Bra032409	Brassica rapa	A09	21719915	21722150	C
Bra032408	Brassica rapa	A09	21735057	21738633	C
Bra032405	Brassica rapa	A09	21770356	21773471	C
Bra032404	Brassica rapa	A09	21773975	21776536	C
Bra032407	Brassica rapa	A09	21740099	21743527	C
Bra032406	Brassica rapa	A09	21763268	21764251	C
Bra032401	Brassica rapa	A09	21798778	21800832	C
Bra032400	Brassica rapa	A09	21804522	21806409	C
Bra032403	Brassica rapa	A09	21785365	21786754	C
Bra032402	Brassica rapa	A09	21795919	21796951	C
Bra015578	Brassica rapa	A10	432965	433691	C
Bra015579	Brassica rapa	A10	425371	426819	C
Bra015576	Brassica rapa	A10	446950	454182	C
Bra003283	Brassica rapa	A07	15654881	15655162	C
Bra015574	Brassica rapa	A10	476670	477631	C
Bra015575	Brassica rapa	A10	456183	458094	C
Bra015572	Brassica rapa	A10	480430	480822	C
Bra015573	Brassica rapa	A10	477955	478914	C
Bra015570	Brassica rapa	A10	487192	489750	C
Bra015571	Brassica rapa	A10	482586	484683	C
Bra022035	Brassica rapa	A02	18430769	18432778	C
Bra008028	Brassica rapa	A02	11656120	11657052	C
Bra008029	Brassica rapa	A02	11659488	11661356	C
Bra008026	Brassica rapa	A02	11633952	11634587	C
Bra008027	Brassica rapa	A02	11640835	11644068	C
Bra008024	Brassica rapa	A02	11623023	11623703	C
Bra008025	Brassica rapa	A02	11625846	11626478	C
Bra008022	Brassica rapa	A02	11606332	11606736	C
Bra008023	Brassica rapa	A02	11614002	11619111	C
Bra008020	Brassica rapa	A02	11597841	11599511	C
Bra008021	Brassica rapa	A02	11600151	11600360	C
Bra009771	Brassica rapa	A06	17758537	17765347	C
Bra009770	Brassica rapa	A06	17739539	17740552	C
Bra009773	Brassica rapa	A06	17778392	17779934	C
Bra009772	Brassica rapa	A06	17773949	17774161	C
Bra009775	Brassica rapa	A06	17797392	17798878	C
Bra009774	Brassica rapa	A06	17790591	17792753	C
Bra009777	Brassica rapa	A06	17811805	17813099	C
Bra009776	Brassica rapa	A06	17809314	17809760	C
Bra009779	Brassica rapa	A06	17822036	17823235	C
Bra009778	Brassica rapa	A06	17813329	17815924	C
Bra022030	Brassica rapa	A02	18339212	18339424	C
Bra001542	Brassica rapa	A03	16947734	16950037	C
Bra001543	Brassica rapa	A03	16952913	16953933	C
Bra001540	Brassica rapa	A03	16941904	16942503	C
Bra001541	Brassica rapa	A03	16944358	16946058	C
Bra001546	Brassica rapa	A03	16974010	16976382	C
Bra001547	Brassica rapa	A03	16978423	16984585	C
Bra001544	Brassica rapa	A03	16955192	16955931	C
Bra001545	Brassica rapa	A03	16966646	16972845	C
Bra001548	Brassica rapa	A03	16989937	16994409	C
Bra001549	Brassica rapa	A03	16993296	16993523	C
Bra008794	Brassica rapa	A10	12665184	12666107	C
Bra008795	Brassica rapa	A10	12668199	12668747	C
Bra008796	Brassica rapa	A10	12670311	12671536	C
Bra008797	Brassica rapa	A10	12674452	12675414	C
Bra008790	Brassica rapa	A10	12649368	12650703	C
Bra008791	Brassica rapa	A10	12651917	12655233	C
Bra008792	Brassica rapa	A10	12655973	12657235	C
Bra008793	Brassica rapa	A10	12662905	12664601	C
Bra008798	Brassica rapa	A10	12678771	12679887	C
Bra008799	Brassica rapa	A10	12681470	12682297	C
Bra004075	Brassica rapa	A07	19968935	19969540	C
Bra004074	Brassica rapa	A07	19962147	19964267	C
Bra004077	Brassica rapa	A07	19981123	19982159	C
Bra004076	Brassica rapa	A07	19978646	19980502	C
Bra004071	Brassica rapa	A07	19944132	19944986	C
Bra004070	Brassica rapa	A07	19941249	19941860	C
Bra004073	Brassica rapa	A07	19953070	19954578	C
Bra004072	Brassica rapa	A07	19946073	19947170	C
Bra015392	Brassica rapa	A10	1632191	1636110	C
Bra019832	Brassica rapa	A06	4113599	4115036	C
Bra015390	Brassica rapa	A10	1643145	1644134	C
Bra015391	Brassica rapa	A10	1636359	1637645	C
Bra004079	Brassica rapa	A07	19987129	19989799	C
Bra004078	Brassica rapa	A07	19982641	19986836	C
Bra015394	Brassica rapa	A10	1625834	1628206	C
Bra015395	Brassica rapa	A10	1621610	1624875	C
Bra015484	Brassica rapa	A10	1039641	1041067	C
Bra014621	Brassica rapa	A04	1824065	1825675	C
Bra014620	Brassica rapa	A04	1813221	1824479	C
Bra014623	Brassica rapa	A04	1835651	1835944	C
Bra014622	Brassica rapa	A04	1828841	1835020	C
Bra014625	Brassica rapa	A04	1855289	1857959	C
Bra014624	Brassica rapa	A04	1847027	1848553	C
Bra014627	Brassica rapa	A04	1865297	1866649	C
Bra014626	Brassica rapa	A04	1858581	1859708	C
Bra014629	Brassica rapa	A04	1879307	1880767	C
Bra014628	Brassica rapa	A04	1874601	1876122	C
Bra036896	Brassica rapa	A01	12112639	12114126	C
Bra036897	Brassica rapa	A01	12085623	12087444	C
Bra036894	Brassica rapa	A01	12115524	12117420	C
Bra036895	Brassica rapa	A01	12115158	12117420	C
Bra036892	Brassica rapa	A01	12136941	12140349	C
Bra036893	Brassica rapa	A01	12117780	12118742	C
Bra036890	Brassica rapa	A01	12167978	12168640	C
Bra036891	Brassica rapa	A01	12152633	12153769	C
Bra036898	Brassica rapa	A01	12073731	12075119	C
Bra036899	Brassica rapa	A01	12053248	12058246	C
Bra002895	Brassica rapa	A10	6963138	6964400	C
Bra002894	Brassica rapa	A10	6973272	6974711	C
Bra002897	Brassica rapa	A10	6954664	6955587	C
Bra002896	Brassica rapa	A10	6960193	6961449	C
Bra002891	Brassica rapa	A10	7012335	7014041	C
Bra002890	Brassica rapa	A10	7014505	7017390	C
Bra002893	Brassica rapa	A10	6977573	6978839	C
Bra002892	Brassica rapa	A10	6979341	6980415	C
Bra031325	Brassica rapa	A05	16703200	16705580	C
Bra031324	Brassica rapa	A05	16709637	16710458	C
Bra031327	Brassica rapa	A05	16687087	16687368	C
Bra031326	Brassica rapa	A05	16699409	16699794	C
Bra002899	Brassica rapa	A10	6941129	6942319	C
Bra002898	Brassica rapa	A10	6942941	6947133	C
Bra031323	Brassica rapa	A05	16710679	16711139	C
Bra031322	Brassica rapa	A05	16711538	16712822	C
Bra000798	Brassica rapa	A03	13220775	13223156	C
Bra000799	Brassica rapa	A03	13235722	13238673	C
Bra039926	Brassica rapa	A09	33345880	33347251	C
Bra000794	Brassica rapa	A03	13177622	13180076	C
Bra000795	Brassica rapa	A03	13181182	13182375	C
Bra000796	Brassica rapa	A03	13185705	13188694	C
Bra000797	Brassica rapa	A03	13193187	13195847	C
Bra000790	Brassica rapa	A03	13156389	13156934	C
Bra000791	Brassica rapa	A03	13160773	13165377	C
Bra000792	Brassica rapa	A03	13165454	13166152	C
Bra000793	Brassica rapa	A03	13171295	13173762	C
Bra039920	Brassica rapa	A07	1610743	1612011	C
Bra005674	Brassica rapa	A03	81301	86974	C
Bra005675	Brassica rapa	A03	87282	89014	C
Bra005676	Brassica rapa	A03	89816	90831	C
Bra005677	Brassica rapa	A03	93333	94978	C
Bra005670	Brassica rapa	A03	69664	71190	C
Bra005671	Brassica rapa	A03	72064	74908	C
Bra005672	Brassica rapa	A03	76123	77776	C
Bra005673	Brassica rapa	A03	78156	78852	C
Bra005678	Brassica rapa	A03	96577	98861	C
Bra005679	Brassica rapa	A03	99700	100246	C
Bra022783	Brassica rapa	A03	7047409	7048416	C
Bra022782	Brassica rapa	A03	7041569	7042561	C
Bra022781	Brassica rapa	A03	7035075	7037630	C
Bra022780	Brassica rapa	A03	7028824	7031941	C
Bra031819	Brassica rapa	A02	26833007	26834029	C
Bra031818	Brassica rapa	A02	26841771	26842835	C
Bra031817	Brassica rapa	A02	26853819	26854290	C
Bra022787	Brassica rapa	A03	7061152	7062041	C
Bra031815	Brassica rapa	A02	26873429	26875727	C
Bra031814	Brassica rapa	A02	26876088	26876543	C
Bra031813	Brassica rapa	A02	26878959	26880336	C
Bra031812	Brassica rapa	A02	26883160	26883893	C
Bra031811	Brassica rapa	A02	26885747	26886814	C
Bra022786	Brassica rapa	A03	7057863	7059445	C
Bra003858	Brassica rapa	A07	18681011	18684185	C
Bra003859	Brassica rapa	A07	18688967	18690049	C
Bra022785	Brassica rapa	A03	7053772	7057188	C
Bra003852	Brassica rapa	A07	18646309	18647984	C
Bra003853	Brassica rapa	A07	18650359	18651319	C
Bra003850	Brassica rapa	A07	18639430	18640038	C
Bra003851	Brassica rapa	A07	18642579	18643402	C
Bra003856	Brassica rapa	A07	18669211	18669369	C
Bra003857	Brassica rapa	A07	18670420	18671886	C
Bra003854	Brassica rapa	A07	18654240	18658593	C
Bra003855	Brassica rapa	A07	18659454	18659941	C
Bra035310	Brassica rapa	Scaffold000103	323531	324802	C
Bra035311	Brassica rapa	Scaffold000103	339317	345912	C
Bra035312	Brassica rapa	Scaffold000103	353391	354405	C
Bra030646	Brassica rapa	A08	20195745	20197016	C
Bra035314	Brassica rapa	Scaffold000103	424366	426555	C
Bra035315	Brassica rapa	Scaffold000103	443339	446027	C
Bra035316	Brassica rapa	Scaffold000103	448060	451104	C
Bra035317	Brassica rapa	Scaffold000103	451847	455129	C
Bra035318	Brassica rapa	Scaffold000103	464917	465936	C
Bra035319	Brassica rapa	Scaffold000103	466915	478245	C
Bra037602	Brassica rapa	A01	12594027	12594209	C
Bra033415	Brassica rapa	A10	2440634	2442442	C
Bra033414	Brassica rapa	A10	2444101	2445730	C
Bra033417	Brassica rapa	A10	2424212	2424874	C
Bra033416	Brassica rapa	A10	2431378	2433329	C
Bra033411	Brassica rapa	A10	2457470	2459060	C
Bra006719	Brassica rapa	A03	4785044	4786539	C
Bra033413	Brassica rapa	A10	2446779	2448134	C
Bra033412	Brassica rapa	A10	2451268	2451795	C
Bra040228	Brassica rapa	A01	25783584	25784093	C
Bra040229	Brassica rapa	A01	25794894	25795239	C
Bra033419	Brassica rapa	A04	4383290	4385877	C
Bra033418	Brassica rapa	A04	4368377	4373082	C
Bra009872	Brassica rapa	A06	18426175	18427221	C
Bra009873	Brassica rapa	A06	18439633	18441896	C
Bra009870	Brassica rapa	A06	18413626	18414651	C
Bra006327	Brassica rapa	A03	3031460	3033967	C
Bra006326	Brassica rapa	A03	3023804	3025798	C
Bra006325	Brassica rapa	A03	3019739	3020329	C
Bra006324	Brassica rapa	A03	3011728	3012273	C
Bra006323	Brassica rapa	A03	3004654	3007651	C
Bra006322	Brassica rapa	A03	3000325	3002505	C
Bra006321	Brassica rapa	A03	2998932	2999860	C
Bra006320	Brassica rapa	A03	2996691	2998005	C
Bra009876	Brassica rapa	A06	18450225	18452183	C
Bra006329	Brassica rapa	A03	3039246	3039749	C
Bra006328	Brassica rapa	A03	3034196	3038533	C
Bra009874	Brassica rapa	A06	18445065	18446987	C
Bra001683	Brassica rapa	A03	17865740	17867321	C
Bra004887	Brassica rapa	A05	2305445	2305696	C
Bra035836	Brassica rapa	A09	3978231	3980179	C
Bra021823	Brassica rapa	A04	14822126	14823220	C
Bra021822	Brassica rapa	A04	14817449	14819462	C
Bra021821	Brassica rapa	A04	14809420	14812361	C
Bra021820	Brassica rapa	A04	14802709	14803590	C
Bra021827	Brassica rapa	A04	14843708	14847296	C
Bra021826	Brassica rapa	A04	14840054	14841819	C
Bra021825	Brassica rapa	A04	14837920	14838931	C
Bra021824	Brassica rapa	A04	14834022	14836685	C
Bra021829	Brassica rapa	A04	14851644	14854552	C
Bra021828	Brassica rapa	A04	14847980	14849534	C
Bra035830	Brassica rapa	A05	18152271	18155166	C
Bra034782	Brassica rapa	A05	22119799	22121973	C
Bra039250	Brassica rapa	Scaffold000162	137538	137813	C
Bra031608	Brassica rapa	A09	37374083	37374970	C
Bra031609	Brassica rapa	A09	37364526	37371773	C
Bra027285	Brassica rapa	A05	20837786	20839575	C
Bra027284	Brassica rapa	A05	20829037	20830257	C
Bra027287	Brassica rapa	A05	20845348	20846245	C
Bra027286	Brassica rapa	A05	20842154	20844157	C
Bra027281	Brassica rapa	A05	20818578	20820278	C
Bra027280	Brassica rapa	A05	20814978	20816745	C
Bra027283	Brassica rapa	A05	20826460	20827107	C
Bra027282	Brassica rapa	A05	20821618	20823375	C
Bra027289	Brassica rapa	A05	20860941	20862930	C
Bra027288	Brassica rapa	A05	20849176	20850330	C
Bra009982	Brassica rapa	A06	19070967	19081655	C
Bra009983	Brassica rapa	A06	19082176	19082914	C
Bra009980	Brassica rapa	A06	19062704	19065443	C
Bra009981	Brassica rapa	A06	19067951	19070401	C
Bra009986	Brassica rapa	A06	19087069	19088313	C
Bra009987	Brassica rapa	A06	19088884	19090617	C
Bra009984	Brassica rapa	A06	19083473	19084380	C
Bra009985	Brassica rapa	A06	19084500	19086056	C
Bra024950	Brassica rapa	A06	23289531	23293132	C
Bra024951	Brassica rapa	A06	23296361	23297604	C
Bra009988	Brassica rapa	A06	19092815	19093355	C
Bra009989	Brassica rapa	A06	19097086	19097998	C
Bra024954	Brassica rapa	A06	23318685	23319341	C
Bra024955	Brassica rapa	A06	23320858	23322905	C
Bra024956	Brassica rapa	A06	23323405	23325190	C
Bra024957	Brassica rapa	A06	23327176	23328620	C
Bra026888	Brassica rapa	A09	35888013	35889695	C
Bra026889	Brassica rapa	A09	35890427	35891909	C
Bra026880	Brassica rapa	A09	35841133	35841899	C
Bra026881	Brassica rapa	A09	35842455	35843407	C
Bra026882	Brassica rapa	A09	35844084	35845788	C
Bra026883	Brassica rapa	A09	35856365	35857351	C
Bra026884	Brassica rapa	A09	35861871	35863250	C
Bra026885	Brassica rapa	A09	35869830	35872612	C
Bra026886	Brassica rapa	A09	35882703	35884288	C
Bra026887	Brassica rapa	A09	35885714	35887089	C
Bra022509	Brassica rapa	A02	8335693	8336712	C
Bra022508	Brassica rapa	A02	8343861	8344995	C
Bra027759	Brassica rapa	A09	6851342	6852666	C
Bra027758	Brassica rapa	A09	6863925	6865053	C
Bra022501	Brassica rapa	A02	8383868	8388504	C
Bra022500	Brassica rapa	A02	8393132	8398623	C
Bra022503	Brassica rapa	A02	8374404	8376203	C
Bra022502	Brassica rapa	A02	8381293	8382036	C
Bra022505	Brassica rapa	A02	8359974	8362580	C
Bra022504	Brassica rapa	A02	8364316	8370344	C
Bra022507	Brassica rapa	A02	8349795	8352826	C
Bra022506	Brassica rapa	A02	8355079	8358047	C
Bra023458	Brassica rapa	A02	2413851	2414333	C
Bra023459	Brassica rapa	A02	2416530	2416991	C
Bra024488	Brassica rapa	A06	16777973	16778419	C
Bra024489	Brassica rapa	A06	16786466	16788604	C
Bra023454	Brassica rapa	A02	2400826	2403192	C
Bra023455	Brassica rapa	A02	2404209	2404539	C
Bra023456	Brassica rapa	A02	2405595	2407548	C
Bra023457	Brassica rapa	A02	2410708	2410941	C
Bra023450	Brassica rapa	A02	2391691	2393547	C
Bra023451	Brassica rapa	A02	2396208	2396423	C
Bra023452	Brassica rapa	A02	2397014	2397551	C
Bra023453	Brassica rapa	A02	2397820	2400373	C
Bra036135	Brassica rapa	A09	2322944	2323415	C
Bra036134	Brassica rapa	A09	2327041	2327619	C
Bra036137	Brassica rapa	A09	2317275	2319965	C
Bra036136	Brassica rapa	A09	2321205	2321807	C
Bra036131	Brassica rapa	A09	2338669	2340473	C
Bra036130	Brassica rapa	A09	2346445	2346909	C
Bra036133	Brassica rapa	A09	2333904	2336172	C
Bra036132	Brassica rapa	A09	2336938	2337345	C
Bra036139	Brassica rapa	A09	2303151	2304828	C
Bra036138	Brassica rapa	A09	2313023	2314793	C
Bra037036	Brassica rapa	A03	28836615	28837663	C
Bra022082	Brassica rapa	A02	18784721	18786142	C
Bra017428	Brassica rapa	A09	13893004	13895832	C
Bra017429	Brassica rapa	A09	13883185	13885571	C
Bra017426	Brassica rapa	A09	13902709	13903122	C
Bra017427	Brassica rapa	A09	13899859	13902138	C
Bra017424	Brassica rapa	A09	13950415	13953485	C
Bra017425	Brassica rapa	A09	13920856	13922160	C
Bra017422	Brassica rapa	A09	13969372	13972974	C
Bra017423	Brassica rapa	A09	13960209	13960730	C
Bra017420	Brassica rapa	A09	13983278	13985726	C
Bra017421	Brassica rapa	A09	13976310	13976879	C
Bra019338	Brassica rapa	A03	24861185	24864615	C
Bra019339	Brassica rapa	A03	24855183	24856572	C
Bra022083	Brassica rapa	A02	18802377	18811788	C
Bra004770	Brassica rapa	A05	1758749	1759215	C
Bra015658	Brassica rapa	A07	24778934	24781263	C
Bra015657	Brassica rapa	A07	24781620	24782540	C
Bra024228	Brassica rapa	A03	26817134	26818197	C
Bra024229	Brassica rapa	A03	26811617	26813845	C
Bra015656	Brassica rapa	A07	24788305	24791589	C
Bra024222	Brassica rapa	A03	26856053	26856739	C
Bra024223	Brassica rapa	A03	26850778	26853574	C
Bra024220	Brassica rapa	A03	26861041	26861448	C
Bra024221	Brassica rapa	A03	26858233	26859516	C
Bra024226	Brassica rapa	A03	26837714	26837923	C
Bra019336	Brassica rapa	A03	24882137	24882370	C
Bra024224	Brassica rapa	A03	26845778	26848371	C
Bra024225	Brassica rapa	A03	26838284	26841446	C
Bra017394	Brassica rapa	A09	14190376	14196552	C
Bra017395	Brassica rapa	A09	14169538	14174119	C
Bra017396	Brassica rapa	A09	14150655	14152022	C
Bra017397	Brassica rapa	A09	14147645	14148124	C
Bra017390	Brassica rapa	A09	14258560	14263311	C
Bra017391	Brassica rapa	A09	14231924	14241186	C
Bra017392	Brassica rapa	A09	14225762	14227693	C
Bra017393	Brassica rapa	A09	14214493	14221575	C
Bra015653	Brassica rapa	A07	24822867	24824087	C
Bra017398	Brassica rapa	A09	14141376	14143420	C
Bra017399	Brassica rapa	A09	14135926	14137023	C
Bra019331	Brassica rapa	A03	24956075	24956611	C
Bra019332	Brassica rapa	A03	24947386	24950380	C
Bra019333	Brassica rapa	A03	24939266	24941783	C
Bra019668	Brassica rapa	A06	5114506	5116206	C
Bra035977	Brassica rapa	Scaffold000111	143744	145376	C
Bra028109	Brassica rapa	A04	6134179	6135101	C
Bra028108	Brassica rapa	A04	6131824	6132723	C
Bra028107	Brassica rapa	A04	6131095	6131343	C
Bra005539	Brassica rapa	A05	6084812	6087335	C
Bra005538	Brassica rapa	A05	6075276	6076202	C
Bra005537	Brassica rapa	A05	6073102	6075104	C
Bra005536	Brassica rapa	A05	6063918	6066983	C
Bra005535	Brassica rapa	A05	6055793	6058794	C
Bra005534	Brassica rapa	A05	6053003	6055425	C
Bra005533	Brassica rapa	A05	6044161	6045560	C
Bra005532	Brassica rapa	A05	6040950	6042395	C
Bra005531	Brassica rapa	A05	6038953	6040517	C
Bra005530	Brassica rapa	A05	6035171	6037576	C
Bra028104	Brassica rapa	A04	6121293	6123184	C
Bra028103	Brassica rapa	A04	6106477	6107561	C
Bra028102	Brassica rapa	A04	6104784	6106126	C
Bra022037	Brassica rapa	A02	18449075	18453300	C
Bra028101	Brassica rapa	A04	6101687	6104248	C
Bra028100	Brassica rapa	A07	1307322	1308797	C
Bra020839	Brassica rapa	A08	10968437	10968790	C
Bra020838	Brassica rapa	A08	10970486	10972702	C
Bra020833	Brassica rapa	A08	11003452	11004660	C
Bra020832	Brassica rapa	A08	11013544	11014961	C
Bra020831	Brassica rapa	A08	11020823	11024091	C
Bra020830	Brassica rapa	A08	11025726	11028893	C
Bra020837	Brassica rapa	A08	10980648	10981879	C
Bra020836	Brassica rapa	A08	10988575	10990062	C
Bra020835	Brassica rapa	A08	10993982	11001359	C
Bra020834	Brassica rapa	A08	11002255	11002551	C
Bra012274	Brassica rapa	A07	11136627	11137769	C
Bra012275	Brassica rapa	A07	11118884	11120108	C
Bra012276	Brassica rapa	A07	11116793	11117332	C
Bra012277	Brassica rapa	A07	11105813	11106598	C
Bra012270	Brassica rapa	A07	11172371	11173694	C
Bra012271	Brassica rapa	A07	11156524	11157126	C
Bra012272	Brassica rapa	A07	11143089	11145525	C
Bra012273	Brassica rapa	A07	11139568	11141949	C
Bra012278	Brassica rapa	A07	11090871	11092652	C
Bra012279	Brassica rapa	A07	11083966	11086012	C
Bra013899	Brassica rapa	A01	8369201	8371653	C
Bra013898	Brassica rapa	A01	8363073	8365739	C
Bra013893	Brassica rapa	A01	8340684	8342578	C
Bra013892	Brassica rapa	A01	8334205	8334546	C
Bra013891	Brassica rapa	A01	8294322	8297253	C
Bra013890	Brassica rapa	A01	8279446	8280885	C
Bra013897	Brassica rapa	A01	8357048	8359198	C
Bra013896	Brassica rapa	A01	8354951	8355926	C
Bra013895	Brassica rapa	A01	8347526	8349511	C
Bra013894	Brassica rapa	A01	8343426	8345497	C
Bra012850	Brassica rapa	A03	21944267	21946957	C
Bra012851	Brassica rapa	A03	21941865	21943498	C
Bra012852	Brassica rapa	A03	21941302	21941520	C
Bra012853	Brassica rapa	A03	21937522	21938259	C
Bra012854	Brassica rapa	A03	21934042	21934875	C
Bra012855	Brassica rapa	A03	21931838	21932226	C
Bra012856	Brassica rapa	A03	21929074	21929343	C
Bra012857	Brassica rapa	A03	21921074	21923799	C
Bra012858	Brassica rapa	A03	21919739	21920789	C
Bra012859	Brassica rapa	A03	21917262	21918706	C
Bra015808	Brassica rapa	A07	24044269	24044601	C
Bra015809	Brassica rapa	A07	24042032	24042368	C
Bra031909	Brassica rapa	A02	26263041	26263878	C
Bra031908	Brassica rapa	A02	26264858	26266499	C
Bra018988	Brassica rapa	A06	870302	873469	C
Bra018989	Brassica rapa	A06	868771	869868	C
Bra018984	Brassica rapa	A06	903355	904682	C
Bra018985	Brassica rapa	A06	900458	902911	C
Bra018986	Brassica rapa	A06	896038	898051	C
Bra018987	Brassica rapa	A06	886696	888629	C
Bra018980	Brassica rapa	A06	915595	916903	C
Bra018981	Brassica rapa	A06	914014	914717	C
Bra018982	Brassica rapa	A06	911307	911882	C
Bra018983	Brassica rapa	A06	905126	906660	C
Bra031905	Brassica rapa	A02	26273374	26273815	C
Bra032649	Brassica rapa	A09	38776325	38780928	C
Bra031904	Brassica rapa	A02	26280930	26286423	C
Bra032648	Brassica rapa	A09	38775098	38775801	C
Bra000804	Brassica rapa	A03	13261557	13261904	C
Bra000805	Brassica rapa	A03	13272636	13276280	C
Bra000806	Brassica rapa	A03	13284239	13284928	C
Bra000807	Brassica rapa	A03	13289748	13293793	C
Bra000800	Brassica rapa	A03	13243687	13246241	C
Bra000801	Brassica rapa	A03	13247511	13247951	C
Bra000802	Brassica rapa	A03	13249886	13251010	C
Bra000803	Brassica rapa	A03	13253552	13257914	C
Bra032647	Brassica rapa	A09	38772860	38774530	C
Bra000808	Brassica rapa	A03	13298783	13304093	C
Bra000809	Brassica rapa	A03	13304613	13309693	C
