gene	organism	chromosome	start	end
Bo7g011310	Brassica oleracea	C7	3671132	3671748	C
Bo1g051150	Brassica oleracea	C1	14497397	14498448	C
Bo6g100980	Brassica oleracea	C6	31966646	31968532	C
Bo5g153920	Brassica oleracea	C5	46570876	46572648	C
Bo1g092910	Brassica oleracea	C1	27480934	27482965	C
Bo4g084850	Brassica oleracea	C4	20072844	20076516	C
Bo6g020880	Brassica oleracea	C6	4347500	4350015	C
Bo9g108560	Brassica oleracea	C9	34863611	34864698	C
Bo4g073060	Brassica oleracea	C4	15673189	15678080	C
Bo3g168680	Brassica oleracea	C3	59425182	59425808	C
Bo6g099120	Brassica oleracea	C6	31443608	31445102	C
Bo1g007670	Brassica oleracea	C1	2620984	2626808	C
Bo3g150080	Brassica oleracea	C3	53635370	53636115	C
Bo5g039150	Brassica oleracea	C5	12581172	12581342	C
Bo3g026960	Brassica oleracea	C3	10002470	10004712	C
Bo9g081870	Brassica oleracea	C9	25164484	25165059	C
Bo4g014750	Brassica oleracea	C4	2072568	2075425	C
Bo9g005790	Brassica oleracea	C9	1120942	1122195	C
Bo7g115120	Brassica oleracea	C7	45846815	45847042	C
Bo7g118670	Brassica oleracea	C7	47639891	47641295	C
Bo2g010700	Brassica oleracea	C2	2625295	2627053	C
Bo6g025960	Brassica oleracea	C6	5546766	5547337	C
Bo9g029360	Brassica oleracea	C9	10321412	10324288	C
Bo4g012810	Brassica oleracea	C4	1427753	1432608	C
Bo6g056400	Brassica oleracea	C6	15348834	15350382	C
Bo3g037230	Brassica oleracea	C3	14927545	14928060	C
Bo3g028390	Brassica oleracea	C3	10883871	10887085	C
Bo3g001880	Brassica oleracea	C3	423828	426983	C
Bo9g173500	Brassica oleracea	C9	51123242	51124120	C
Bo3g042490	Brassica oleracea	C3	17472362	17473582	C
Bo1g084580	Brassica oleracea	C1	24258945	24259169	C
Bo8g016270	Brassica oleracea	C8	3272611	3273584	C
Bo9g160030	Brassica oleracea	C9	47270254	47271459	C
Bo4g125860	Brassica oleracea	C4	32790446	32791904	C
Bo1g016900	Brassica oleracea	C1	5664779	5665275	C
Bo7g003810	Brassica oleracea	C7	736992	737351	C
Bo6g087560	Brassica oleracea	C6	27727886	27729442	C
Bo9g035550	Brassica oleracea	C9	12026738	12027842	C
Bo7g081900	Brassica oleracea	C7	31930480	31930683	C
Bo8g079280	Brassica oleracea	C8	26288895	26290223	C
Bo7g113370	Brassica oleracea	C7	44795924	44797171	C
Bo2g146520	Brassica oleracea	C2	46077940	46079787	C
Bo7g118580	Brassica oleracea	C7	47566187	47567178	C
Bo08216s010	Brassica oleracea	Scaffold08216	206	295	C
Bo6g083270	Brassica oleracea	C6	25890464	25890921	C
Bo9g130960	Brassica oleracea	C9	40448894	40450723	C
Bo2g140350	Brassica oleracea	C2	45224259	45227056	C
Bo4g052290	Brassica oleracea	C4	11872126	11874197	C
Bo00709s020	Brassica oleracea	Scaffold00709	1978	2750	C
Bo1g054920	Brassica oleracea	C1	15944314	15945663	C
Bo9g120350	Brassica oleracea	C9	38015260	38021442	C
Bo3g097860	Brassica oleracea	C3	35147694	35149133	C
Bo2g020760	Brassica oleracea	C2	5608724	5612601	C
Bo9g163100	Brassica oleracea	C9	47912014	47913950	C
Bo9g017970	Brassica oleracea	C9	5372523	5373281	C
Bo5g013300	Brassica oleracea	C5	4444324	4448321	C
Bo01551s010	Brassica oleracea	Scaffold01551	470	2534	C
Bo9g007900	Brassica oleracea	C9	1759376	1762615	C
Bo3g052650	Brassica oleracea	C3	20772760	20773941	C
Bo8g002660	Brassica oleracea	C8	417032	417466	C
Bo3g152590	Brassica oleracea	C3	54021609	54022016	C
Bo4g024160	Brassica oleracea	C4	3593897	3598979	C
Bo7g018690	Brassica oleracea	C7	6781745	6783248	C
Bo4g050670	Brassica oleracea	C4	11458839	11460107	C
Bo3g103520	Brassica oleracea	C3	37171341	37174084	C
Bo5g034380	Brassica oleracea	C5	11097534	11099732	C
Bo1g080120	Brassica oleracea	C1	23655220	23656254	C
Bo7g045170	Brassica oleracea	C7	16644710	16645282	C
Bo8g086980	Brassica oleracea	C8	29358803	29359367	C
Bo6g108970	Brassica oleracea	C6	34119616	34120907	C
Bo3g003950	Brassica oleracea	C3	1404547	1405804	C
Bo4g052120	Brassica oleracea	C4	11738870	11741446	C
Bo02284s010	Brassica oleracea	Scaffold02284	783	1040	C
Bo5g048720	Brassica oleracea	C5	15934209	15934891	C
Bo5g041090	Brassica oleracea	C5	13362377	13363372	C
Bo8g007100	Brassica oleracea	C8	1355524	1360536	C
Bo5g143620	Brassica oleracea	C5	44606244	44608697	C
Bo8g071560	Brassica oleracea	C8	23839920	23842157	C
Bo2g009470	Brassica oleracea	C2	1964585	1967984	C
Bo8g054570	Brassica oleracea	C8	18125694	18129682	C
Bo7g040610	Brassica oleracea	C7	15013386	15016356	C
Bo7g014850	Brassica oleracea	C7	5653176	5655389	C
Bo3g141560	Brassica oleracea	C3	51009083	51010963	C
Bo8g050660	Brassica oleracea	C8	16765845	16767033	C
Bo08888s010	Brassica oleracea	Scaffold08888	105	575	C
Bo8g043620	Brassica oleracea	C8	15089051	15089251	C
Bo9g184920	Brassica oleracea	C9	54509766	54511362	C
Bo2g159280	Brassica oleracea	C2	49838417	49839643	C
Bo9g133190	Brassica oleracea	C9	40663697	40663996	C
Bo7g010190	Brassica oleracea	C7	3512887	3513195	C
Bo8g058470	Brassica oleracea	C8	18821358	18821845	C
Bo13134s010	Brassica oleracea	Scaffold13134	2	247	C
Bo2g161330	Brassica oleracea	C2	50700345	50702073	C
Bo1g075700	Brassica oleracea	C1	21870568	21872444	C
Bo00418s190	Brassica oleracea	Scaffold00418	345745	346764	C
Bo6g113200	Brassica oleracea	C6	35694125	35696237	C
Bo8g059780	Brassica oleracea	C8	19696896	19698753	C
Bo5g143190	Brassica oleracea	C5	44271150	44272299	C
Bo7g050240	Brassica oleracea	C7	18483262	18485834	C
Bo6g112150	Brassica oleracea	C6	35016972	35019505	C
Bo5g003610	Brassica oleracea	C5	873562	880983	C
Bo4g078810	Brassica oleracea	C4	18358398	18358921	C
Bo6g086210	Brassica oleracea	C6	26723933	26724612	C
Bo7g105250	Brassica oleracea	C7	40550538	40551361	C
Bo3g053350	Brassica oleracea	C3	21270574	21272454	C
Bo5g087130	Brassica oleracea	C5	28994942	28999127	C
Bo2g092910	Brassica oleracea	C2	25342284	25348107	C
Bo2g109270	Brassica oleracea	C2	33017449	33021098	C
Bo5g004960	Brassica oleracea	C5	1512390	1515340	C
Bo2g023230	Brassica oleracea	C2	5916112	5916450	C
Bo4g124020	Brassica oleracea	C4	31971812	31977870	C
Bo8g102850	Brassica oleracea	C8	36288641	36289198	C
Bo6g051390	Brassica oleracea	C6	14348953	14350865	C
Bo2g103280	Brassica oleracea	C2	29926258	29927098	C
Bo4g155980	Brassica oleracea	C4	42645862	42647351	C
Bo9g029160	Brassica oleracea	C9	10175084	10177047	C
Bo8g058780	Brassica oleracea	C8	19030393	19032269	C
Bo02742s010	Brassica oleracea	Scaffold02742	22	1053	C
Bo6g034790	Brassica oleracea	C6	8824378	8825940	C
Bo5g082560	Brassica oleracea	C5	26747675	26748831	C
Bo2g138560	Brassica oleracea	C2	44439791	44441572	C
Bo8g079750	Brassica oleracea	C8	26606343	26612998	C
Bo3g039350	Brassica oleracea	C3	15709170	15709574	C
Bo4g139470	Brassica oleracea	C4	37148502	37150229	C
Bo9g174990	Brassica oleracea	C9	51779465	51787686	C
Bo3g044750	Brassica oleracea	C3	18576773	18578408	C
Bo3g123500	Brassica oleracea	C3	44195383	44195625	C
Bo8g067840	Brassica oleracea	C8	22050501	22054041	C
Bo7g077150	Brassica oleracea	C7	28850121	28857375	C
Bo3g012340	Brassica oleracea	C3	4104662	4112589	C
Bo9g076490	Brassica oleracea	C9	23317899	23319057	C
Bo4g029650	Brassica oleracea	C4	5948263	5949807	C
Bo23267s010	Brassica oleracea	Scaffold23267	80	295	C
Bo3g037400	Brassica oleracea	C3	15002062	15004998	C
Bo2g159420	Brassica oleracea	C2	49959461	49963818	C
Bo9g061250	Brassica oleracea	C9	18477762	18477911	C
Bo3g048570	Brassica oleracea	C3	19920297	19922928	C
Bo6g076160	Brassica oleracea	C6	22128822	22130495	C
Bo2g008700	Brassica oleracea	C2	1627992	1628561	C
Bo5g008190	Brassica oleracea	C5	2716076	2717091	C
Bo3g023730	Brassica oleracea	C3	8648877	8649241	C
Bo7g045820	Brassica oleracea	C7	17271313	17273610	C
Bo5g012160	Brassica oleracea	C5	4349359	4351877	C
Bo3g171160	Brassica oleracea	C3	60478423	60480269	C
Bo09623s010	Brassica oleracea	Scaffold09623	176	584	C
Bo2g144980	Brassica oleracea	C2	45639882	45640950	C
Bo7g092750	Brassica oleracea	C7	35462814	35465696	C
Bo9g008480	Brassica oleracea	C9	2088978	2089659	C
Bo9g042210	Brassica oleracea	C9	13796971	13800397	C
Bo4g112540	Brassica oleracea	C4	28567157	28567646	C
Bo9g159750	Brassica oleracea	C9	47083321	47083809	C
Bo3g170730	Brassica oleracea	C3	60164018	60165560	C
Bo2g155700	Brassica oleracea	C2	48660963	48661136	C
Bo3g071620	Brassica oleracea	C3	27756362	27756859	C
Bo5g009820	Brassica oleracea	C5	3624971	3626740	C
Bo1g087560	Brassica oleracea	C1	25854145	25855898	C
Bo9g166650	Brassica oleracea	C9	49441336	49444203	C
Bo5g049090	Brassica oleracea	C5	16371486	16371868	C
Bo1g047990	Brassica oleracea	C1	13675986	13676527	C
Bo4g052660	Brassica oleracea	C4	12211897	12216041	C
Bo4g092990	Brassica oleracea	C4	23108944	23109645	C
Bo2g150360	Brassica oleracea	C2	47479241	47479889	C
Bo8g108240	Brassica oleracea	C8	38557615	38562377	C
Bo3g040250	Brassica oleracea	C3	16412914	16416569	C
Bo3g078740	Brassica oleracea	C3	29337526	29338615	C
Bo7g019900	Brassica oleracea	C7	7017081	7018630	C
Bo8g087210	Brassica oleracea	C8	29468363	29471513	C
Bo1g001140	Brassica oleracea	C1	68965	70059	C
Bo5g004340	Brassica oleracea	C5	1159158	1161501	C
Bo5g008440	Brassica oleracea	C5	2864033	2864663	C
Bo9g181830	Brassica oleracea	C9	53832007	53835123	C
Bo00615s200	Brassica oleracea	Scaffold00615	131349	131567	C
Bo02912s010	Brassica oleracea	Scaffold02912	13	1405	C
Bo3g120600	Brassica oleracea	C3	42367807	42369961	C
Bo8g051200	Brassica oleracea	C8	17128472	17130601	C
Bo9g174330	Brassica oleracea	C9	51482498	51484100	C
Bo7g080740	Brassica oleracea	C7	30964613	30966158	C
Bo9g174050	Brassica oleracea	C9	51373664	51378360	C
Bo3g109460	Brassica oleracea	C3	39002342	39005000	C
Bo5g130440	Brassica oleracea	C5	40402142	40402767	C
Bo2g036440	Brassica oleracea	C2	10171585	10172085	C
Bo5g122610	Brassica oleracea	C5	37235143	37236311	C
Bo5g018210	Brassica oleracea	C5	6335510	6336001	C
Bo9g022150	Brassica oleracea	C9	6774063	6775790	C
Bo7g068830	Brassica oleracea	C7	26715290	26718967	C
Bo8g059430	Brassica oleracea	C8	19404180	19404433	C
Bo6g039910	Brassica oleracea	C6	9931468	9931801	C
Bo5g049540	Brassica oleracea	C5	16896700	16897856	C
Bo02165s010	Brassica oleracea	Scaffold02165	1	261	C
Bo01184s010	Brassica oleracea	Scaffold01184	17966	18614	C
Bo9g112640	Brassica oleracea	C9	36382569	36383999	C
Bo2g069570	Brassica oleracea	C2	20311739	20311957	C
Bo3g032040	Brassica oleracea	C3	12065501	12067412	C
Bo4g083440	Brassica oleracea	C4	19507640	19508449	C
Bo9g070050	Brassica oleracea	C9	21023447	21026493	C
Bo6g037170	Brassica oleracea	C6	9265061	9265321	C
Bo4g027530	Brassica oleracea	C4	5839044	5839963	C
Bo00847s010	Brassica oleracea	Scaffold00847	822	1397	C
Bo4g111160	Brassica oleracea	C4	28232167	28238415	C
Bo7g104610	Brassica oleracea	C7	40229070	40230350	C
Bo30182s010	Brassica oleracea	Scaffold30182	65	205	C
Bo4g035050	Brassica oleracea	C4	7666730	7667767	C
Bo9g103650	Brassica oleracea	C9	33562594	33564260	C
Bo5g043630	Brassica oleracea	C5	14785274	14788564	C
Bo9g046530	Brassica oleracea	C9	15042462	15042981	C
Bo5g037490	Brassica oleracea	C5	11991362	11993238	C
Bo7g103960	Brassica oleracea	C7	39888129	39889918	C
Bo4g140200	Brassica oleracea	C4	37633190	37635462	C
Bo6g072260	Brassica oleracea	C6	20535228	20535893	C
Bo2g002660	Brassica oleracea	C2	474483	475569	C
Bo2g052710	Brassica oleracea	C2	15103837	15106495	C
Bo4g151180	Brassica oleracea	C4	41152061	41152945	C
Bo02178s010	Brassica oleracea	Scaffold02178	378	1697	C
Bo8g015010	Brassica oleracea	C8	2867282	2868721	C
Bo8g040740	Brassica oleracea	C8	14040350	14041762	C
Bo9g027470	Brassica oleracea	C9	8656134	8657289	C
Bo9g061080	Brassica oleracea	C9	18335453	18337053	C
Bo2g161220	Brassica oleracea	C2	50621593	50622925	C
Bo00576s030	Brassica oleracea	Scaffold00576	17779	18357	C
Bo5g025340	Brassica oleracea	C5	8757899	8758669	C
Bo3g182750	Brassica oleracea	C3	63348535	63348897	C
Bo4g191740	Brassica oleracea	C4	51981529	51984406	C
Bo6g080210	Brassica oleracea	C6	24340399	24341056	C
Bo1g040670	Brassica oleracea	C1	12771146	12774062	C
Bo2g068190	Brassica oleracea	C2	19883072	19884116	C
Bo3g074450	Brassica oleracea	C3	28372971	28373150	C
Bo4g108380	Brassica oleracea	C4	27524122	27526708	C
Bo8g049590	Brassica oleracea	C8	15961495	15963723	C
Bo4g024940	Brassica oleracea	C4	4068779	4072376	C
Bo3g017220	Brassica oleracea	C3	5608635	5609790	C
Bo7g064370	Brassica oleracea	C7	24162169	24163497	C
Bo2g105280	Brassica oleracea	C2	31326365	31328021	C
Bo9g018510	Brassica oleracea	C9	5750214	5751741	C
Bo5g030960	Brassica oleracea	C5	10771875	10772603	C
Bo5g009310	Brassica oleracea	C5	3385085	3386559	C
Bo4g030420	Brassica oleracea	C4	6574130	6575611	C
Bo1g049590	Brassica oleracea	C1	14120205	14122275	C
Bo2g083820	Brassica oleracea	C2	23389963	23393316	C
Bo1g088110	Brassica oleracea	C1	26368295	26375269	C
Bo1g063770	Brassica oleracea	C1	19071057	19071221	C
Bo7g059760	Brassica oleracea	C7	21921599	21922734	C
Bo2g098810	Brassica oleracea	C2	27958852	27960481	C
Bo8g082890	Brassica oleracea	C8	28679037	28681382	C
Bo6g067430	Brassica oleracea	C6	18815599	18815903	C
Bo3g030220	Brassica oleracea	C3	11451860	11453969	C
Bo7g048300	Brassica oleracea	C7	17745902	17746912	C
Bo5g035240	Brassica oleracea	C5	11735617	11735826	C
Bo3g175100	Brassica oleracea	C3	61205245	61205727	C
Bo8g020630	Brassica oleracea	C8	4986199	4988937	C
Bo1g022130	Brassica oleracea	C1	8128397	8129029	C
Bo4g108650	Brassica oleracea	C4	27740203	27740787	C
Bo00868s020	Brassica oleracea	Scaffold00868	44497	48991	C
Bo3g083980	Brassica oleracea	C3	31300743	31302879	C
Bo2g068220	Brassica oleracea	C2	19903966	19905366	C
Bo8g024520	Brassica oleracea	C8	6734735	6737047	C
Bo1g026920	Brassica oleracea	C1	9437883	9442200	C
Bo2g133840	Brassica oleracea	C2	41707767	41711629	C
Bo1g102240	Brassica oleracea	C1	31068332	31069118	C
Bo6g038350	Brassica oleracea	C6	9393539	9394119	C
Bo4g030390	Brassica oleracea	C4	6558715	6558924	C
Bo3g098000	Brassica oleracea	C3	35270932	35271547	C
Bo1g053080	Brassica oleracea	C1	15100660	15101354	C
Bo8g117890	Brassica oleracea	C8	41500618	41502402	C
Bo7g043730	Brassica oleracea	C7	16185531	16185737	C
Bo5g136150	Brassica oleracea	C5	42046302	42046793	C
Bo5g115540	Brassica oleracea	C5	35490041	35491877	C
Bo3g084350	Brassica oleracea	C3	31572629	31579668	C
Bo10329s010	Brassica oleracea	Scaffold10329	233	511	C
Bo7g117110	Brassica oleracea	C7	46808375	46809853	C
Bo9g062700	Brassica oleracea	C9	18876451	18880258	C
Bo3g024800	Brassica oleracea	C3	9317328	9318920	C
Bo5g137200	Brassica oleracea	C5	42707639	42713426	C
Bo8g029010	Brassica oleracea	C8	8991683	8993067	C
Bo8g090280	Brassica oleracea	C8	30224473	30225968	C
Bo1g006260	Brassica oleracea	C1	1864048	1864831	C
Bo9g171460	Brassica oleracea	C9	50506187	50507239	C
Bo9g169930	Brassica oleracea	C9	50169356	50170436	C
Bo1g071090	Brassica oleracea	C1	21056855	21058301	C
Bo6g042470	Brassica oleracea	C6	10560005	10562724	C
Bo2g165470	Brassica oleracea	C2	51460508	51461669	C
Bo8g024290	Brassica oleracea	C8	6154217	6156831	C
Bo1g049330	Brassica oleracea	C1	13971453	13977420	C
Bo2g110770	Brassica oleracea	C2	33930123	33930748	C
Bo22748s010	Brassica oleracea	Scaffold22748	10	300	C
Bo9g176200	Brassica oleracea	C9	52387416	52388775	C
Bo1g070940	Brassica oleracea	C1	20824368	20825363	C
Bo4g096690	Brassica oleracea	C4	23927050	23927604	C
Bo8g065550	Brassica oleracea	C8	20791305	20791952	C
Bo4g127190	Brassica oleracea	C4	33091920	33093185	C
Bo5g101180	Brassica oleracea	C5	32483389	32484645	C
Bo7g039060	Brassica oleracea	C7	14289449	14292329	C
Bo5g064470	Brassica oleracea	C5	20589178	20593300	C
Bo2g025390	Brassica oleracea	C2	7659806	7660823	C
Bo3g080180	Brassica oleracea	C3	29635511	29637738	C
Bo04735s010	Brassica oleracea	Scaffold04735	98	678	C
Bo8g011240	Brassica oleracea	C8	2131039	2131900	C
Bo3g012880	Brassica oleracea	C3	4383427	4383711	C
Bo5g065700	Brassica oleracea	C5	20880945	20884492	C
Bo6g119970	Brassica oleracea	C6	37747493	37749868	C
Bo6g080960	Brassica oleracea	C6	24833988	24837945	C
Bo5g004200	Brassica oleracea	C5	1097003	1103626	C
Bo8g016730	Brassica oleracea	C8	3724937	3726026	C
Bo2g018550	Brassica oleracea	C2	5479959	5480973	C
Bo01400s010	Brassica oleracea	Scaffold01400	1014	2164	C
Bo2g136930	Brassica oleracea	C2	43789561	43790731	C
Bo8g027360	Brassica oleracea	C8	7974039	7975073	C
Bo3g123360	Brassica oleracea	C3	43871883	43873903	C
Bo19787s010	Brassica oleracea	Scaffold19787	9	185	C
Bo3g096530	Brassica oleracea	C3	34874390	34875554	C
Bo7g106440	Brassica oleracea	C7	41289436	41294492	C
Bo4g137400	Brassica oleracea	C4	36274251	36276664	C
Bo7g077980	Brassica oleracea	C7	29415448	29418241	C
Bo1g035800	Brassica oleracea	C1	10788198	10789121	C
Bo4g142110	Brassica oleracea	C4	38432671	38435248	C
Bo4g107830	Brassica oleracea	C4	27083876	27084295	C
Bo8g117270	Brassica oleracea	C8	41213039	41213510	C
Bo5g093110	Brassica oleracea	C5	30162856	30164826	C
Bo26866s010	Brassica oleracea	Scaffold26866	3	248	C
Bo3g053240	Brassica oleracea	C3	21222237	21222926	C
Bo9g135050	Brassica oleracea	C9	41370112	41370502	C
Bo8g092410	Brassica oleracea	C8	31510464	31511222	C
Bo9g059000	Brassica oleracea	C9	17364791	17367318	C
Bo4g076740	Brassica oleracea	C4	16446982	16451951	C
Bo1g024380	Brassica oleracea	C1	8999744	9001769	C
Bo23192s010	Brassica oleracea	Scaffold23192	76	294	C
Bo9g174070	Brassica oleracea	C9	51384528	51384908	C
Bo5g059850	Brassica oleracea	C5	18855840	18860387	C
Bo2g061370	Brassica oleracea	C2	18069722	18069895	C
Bo7g110460	Brassica oleracea	C7	43800375	43802421	C
Bo1g037400	Brassica oleracea	C1	11292993	11294163	C
Bo6g121400	Brassica oleracea	C6	38526805	38527509	C
Bo6g018680	Brassica oleracea	C6	4166606	4171129	C
Bo5g098490	Brassica oleracea	C5	31741137	31741750	C
Bo8g095820	Brassica oleracea	C8	32822939	32824648	C
Bo6g082180	Brassica oleracea	C6	25802907	25803143	C
Bo9g177150	Brassica oleracea	C9	52842132	52842779	C
Bo3g044340	Brassica oleracea	C3	18290458	18291937	C
Bo9g024120	Brassica oleracea	C9	7595584	7599127	C
Bo4g097120	Brassica oleracea	C4	24361926	24362746	C
Bo3g073120	Brassica oleracea	C3	28201045	28201509	C
Bo5g132350	Brassica oleracea	C5	41027977	41029245	C
Bo4g117250	Brassica oleracea	C4	30247644	30255353	C
Bo4g144060	Brassica oleracea	C4	39235743	39236696	C
Bo2g085060	Brassica oleracea	C2	23647597	23648008	C
Bo1g129800	Brassica oleracea	C1	38003665	38004408	C
Bo5g145350	Brassica oleracea	C5	45044473	45045592	C
Bo6g123800	Brassica oleracea	C6	39318851	39327127	C
Bo00916s070	Brassica oleracea	Scaffold00916	37349	38975	C
Bo5g008830	Brassica oleracea	C5	3124674	3126570	C
Bo9g104870	Brassica oleracea	C9	33899907	33900194	C
Bo7g061530	Brassica oleracea	C7	22660344	22665379	C
Bo3g149880	Brassica oleracea	C3	53512755	53513194	C
Bo3g086720	Brassica oleracea	C3	31908186	31909193	C
Bo5g130260	Brassica oleracea	C5	40228097	40229048	C
Bo7g101230	Brassica oleracea	C7	39427950	39428559	C
Bo8g076250	Brassica oleracea	C8	24353458	24354374	C
Bo6g087600	Brassica oleracea	C6	27751882	27755292	C
Bo9g160060	Brassica oleracea	C9	47298978	47299559	C
Bo6g095920	Brassica oleracea	C6	30301820	30305419	C
Bo5g108470	Brassica oleracea	C5	33842669	33843290	C
Bo6g082230	Brassica oleracea	C6	25845782	25848637	C
Bo7g108510	Brassica oleracea	C7	42731563	42734226	C
Bo4g055120	Brassica oleracea	C4	12657407	12658714	C
Bo1g143990	Brassica oleracea	C1	40870358	40872531	C
Bo01038s010	Brassica oleracea	Scaffold01038	15534	18211	C
Bo3g130370	Brassica oleracea	C3	47871732	47874097	C
Bo1g152000	Brassica oleracea	C1	42640260	42642260	C
Bo18186s010	Brassica oleracea	Scaffold18186	42	281	C
Bo01202s020	Brassica oleracea	Scaffold01202	14226	16647	C
Bo7g105930	Brassica oleracea	C7	40974199	40975950	C
Bo2g045780	Brassica oleracea	C2	12229339	12229951	C
Bo9g095860	Brassica oleracea	C9	30636338	30636508	C
Bo9g028710	Brassica oleracea	C9	9688195	9689243	C
Bo7g100720	Brassica oleracea	C7	39209280	39210755	C
Bo4g034890	Brassica oleracea	C4	7552516	7553097	C
Bo3g002420	Brassica oleracea	C3	647459	648947	C
Bo5g115120	Brassica oleracea	C5	35167441	35170905	C
Bo3g007410	Brassica oleracea	C3	2686750	2687304	C
Bo5g094560	Brassica oleracea	C5	30723723	30725640	C
Bo5g112470	Brassica oleracea	C5	34558269	34563722	C
Bo2g044430	Brassica oleracea	C2	11899902	11902688	C
Bo8g018070	Brassica oleracea	C8	4207743	4208389	C
Bo9g025740	Brassica oleracea	C9	8039865	8041322	C
Bo2g136060	Brassica oleracea	C2	42961139	42962290	C
Bo4g126970	Brassica oleracea	C4	32901896	32903222	C
Bo6g018020	Brassica oleracea	C6	3506211	3507412	C
Bo3g004140	Brassica oleracea	C3	1511661	1511921	C
Bo4g133410	Brassica oleracea	C4	34367408	34367768	C
Bo6g005860	Brassica oleracea	C6	1212902	1213996	C
Bo1g108470	Brassica oleracea	C1	33325364	33326466	C
Bo4g046170	Brassica oleracea	C4	10977996	10978928	C
Bo8g027060	Brassica oleracea	C8	7680284	7680984	C
Bo9g154520	Brassica oleracea	C9	46203688	46206700	C
Bo4g136460	Brassica oleracea	C4	35367721	35369487	C
Bo6g122170	Brassica oleracea	C6	38969987	38974173	C
Bo6g046740	Brassica oleracea	C6	12589101	12590879	C
Bo2g007150	Brassica oleracea	C2	1291802	1295536	C
Bo1g144420	Brassica oleracea	C1	41084650	41089338	C
Bo4g096770	Brassica oleracea	C4	24074457	24080594	C
Bo2g166350	Brassica oleracea	C2	52151599	52153237	C
Bo8g067300	Brassica oleracea	C8	21776868	21780392	C
Bo9g069570	Brassica oleracea	C9	20705400	20706150	C
Bo5g115690	Brassica oleracea	C5	35668830	35670001	C
Bo5g133000	Brassica oleracea	C5	41405139	41406245	C
Bo3g091620	Brassica oleracea	C3	33368618	33372696	C
